,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,Date,Time
574,16.6,34.0,22.0,0.19,1.0,1.0,4,28.0,81,46,2024-01-24,22:00:00
575,13.3,28.0,22.0,0.18,1.0,1.0,5,28.0,84,44,2024-01-24,23:00:00
576,11.8,24.0,23.0,0.19,1.0,0.0,4,28.0,83,49,2024-01-25,00:00:00
577,12.3,25.0,23.0,0.19,1.0,0.0,4,28.0,82,54,2024-01-25,01:00:00
578,16.3,33.0,24.0,0.18,1.0,0.0,4,28.0,81,58,2024-01-25,02:00:00
579,16.9,34.0,24.0,0.19,1.0,0.0,4,28.0,82,60,2024-01-25,03:00:00
580,17.6,37.0,23.0,0.17,1.0,0.0,5,28.0,81,61,2024-01-25,04:00:00
581,14.9,30.0,23.0,0.17,1.0,0.0,4,27.0,82,57,2024-01-25,05:00:00
582,18.4,35.0,22.0,0.19,1.0,0.0,3,26.0,90,61,2024-01-25,06:00:00
583,14.2,29.0,21.0,0.21,3.0,0.0,4,27.0,88,46,2024-01-25,07:00:00
584,13.1,25.0,22.0,0.22,2.29,0.0,3,28.0,84,51,2024-01-25,08:00:00
585,14.8,29.0,23.0,0.2,2.0,0.14,4,29.0,83,46,2024-01-25,09:00:00
586,15.4,24.0,22.86,0.22,2.0,0.0,4,29.0,82,65,2024-01-25,10:00:00
587,10.5,22.0,24.0,0.23,2.0,0.0,4,27.0,90,73,2024-01-25,11:00:00
588,10.1,20.0,24.0,0.24,3.0,1.0,3,27.0,93,57,2024-01-25,12:00:00
589,8.4,18.0,26.0,0.23,1.0,1.0,4,29.0,86,44,2024-01-25,13:00:00
590,6.1,17.0,28.0,0.2,1.0,1.0,6,32.0,72,63,2024-01-25,14:00:00
591,5.8,17.0,32.0,0.22,1.0,1.0,6,32.0,71,62,2024-01-25,15:00:00
592,5.5,17.0,30.0,0.22,1.0,1.0,6,32.0,70,63,2024-01-25,16:00:00
593,5.8,16.0,30.0,0.24,2.0,1.0,6,30.0,74,63,2024-01-25,17:00:00
594,7.8,16.0,28.0,0.25,1.0,0.0,4,29.0,78,59,2024-01-25,18:00:00
595,10.2,23.0,30.0,0.25,1.0,0.0,5,28.0,80,59,2024-01-25,19:00:00
596,11.4,22.0,31.0,0.26,1.0,0.0,4,28.0,83,61,2024-01-25,20:00:00
597,15.5,29.0,29.0,0.25,1.0,1.0,4,28.0,85,50,2024-01-25,21:00:00
598,13.8,24.0,30.0,0.25,1.0,1.0,3,28.0,83,62,2024-01-25,22:00:00
599,11.1,22.0,31.0,0.26,1.0,1.0,4,28.0,82,62,2024-01-25,23:00:00
600,11.9,24.0,32.0,0.24,1.0,0.0,5,28.0,81,59,2024-01-26,00:00:00
601,14.7,29.0,32.0,0.25,1.0,0.0,5,28.0,81,60,2024-01-26,01:00:00
602,18.6,35.0,33.0,0.24,1.0,0.0,4,28.0,81,61,2024-01-26,02:00:00
603,20.1,39.0,34.0,0.25,1.0,0.0,5,28.0,80,54,2024-01-26,03:00:00
604,20.9,42.0,33.0,0.24,1.0,0.0,5,28.0,81,56,2024-01-26,04:00:00
605,23.7,47.0,33.0,0.25,1.0,0.0,6,28.0,81,59,2024-01-26,05:00:00
606,24.6,48.0,32.0,0.25,1.0,0.0,5,28.0,80,59,2024-01-26,06:00:00
607,21.3,41.0,31.0,0.26,2.29,1.0,5,29.0,76,57,2024-01-26,07:00:00
608,20.9,41.0,31.0,0.2,2.0,0.14,5,31.0,68,62,2024-01-26,08:00:00
609,21.4,33.0,22.86,0.28,1.0,0.0,6,32.0,64,64,2024-01-26,09:00:00
610,11.0,28.0,33.0,0.26,1.0,0.0,7,33.0,64,62,2024-01-26,10:00:00
611,9.1,24.0,32.0,0.29,1.0,0.0,7,32.0,66,60,2024-01-26,11:00:00
612,7.9,22.0,32.0,0.26,1.0,0.0,7,33.0,67,66,2024-01-26,12:00:00
613,8.6,20.0,31.0,0.26,1.0,0.0,5,32.0,69,55,2024-01-26,13:00:00
614,8.1,19.0,34.0,0.27,1.0,0.0,6,31.0,69,64,2024-01-26,14:00:00
615,8.1,18.0,31.0,0.27,1.0,0.0,5,31.0,71,53,2024-01-26,15:00:00
616,8.0,20.0,32.0,0.24,1.0,0.0,6,32.0,67,53,2024-01-26,16:00:00
617,11.4,24.0,34.0,0.18,1.0,0.0,5,31.0,69,50,2024-01-26,17:00:00
618,11.0,23.0,33.0,0.17,1.0,0.0,5,29.0,75,46,2024-01-26,18:00:00
619,37.5,72.0,30.0,0.16,1.0,0.0,5,29.0,78,49,2024-01-26,19:00:00
620,37.1,70.0,29.0,0.15,1.0,0.0,5,28.0,79,49,2024-01-26,20:00:00
621,37.6,70.0,29.0,0.15,1.0,0.0,4,28.0,80,48,2024-01-26,21:00:00
622,27.4,51.0,28.0,0.15,1.0,0.0,4,28.0,81,57,2024-01-26,22:00:00
623,20.6,40.0,29.0,0.14,1.0,0.0,4,28.0,82,49,2024-01-26,23:00:00
624,26.5,49.0,29.0,0.19,1.0,0.0,4,28.0,82,51,2024-01-27,00:00:00
625,27.1,50.0,29.0,0.27,1.0,0.0,4,28.0,83,50,2024-01-27,01:00:00
626,27.7,51.0,29.0,0.28,1.0,0.0,4,28.0,82,50,2024-01-27,02:00:00
627,29.8,56.0,30.0,0.26,1.0,0.0,4,28.0,82,47,2024-01-27,03:00:00
628,29.4,56.0,30.0,0.28,1.0,0.0,4,28.0,82,39,2024-01-27,04:00:00
629,30.6,57.0,30.0,0.28,1.0,0.0,4,28.0,82,49,2024-01-27,05:00:00
630,27.3,53.0,31.0,0.29,2.29,0.0,5,28.0,82,53,2024-01-27,06:00:00
631,29.4,57.0,31.0,0.2,1.0,0.14,5,28.0,80,47,2024-01-27,07:00:00
632,41.0,61.0,22.86,0.26,1.0,0.0,6,30.0,73,54,2024-01-27,08:00:00
633,22.3,47.0,31.0,0.18,1.0,0.0,7,32.0,68,53,2024-01-27,09:00:00
634,17.9,38.0,30.0,0.17,1.0,0.0,6,33.0,64,65,2024-01-27,10:00:00
635,13.4,31.0,29.0,0.15,1.0,0.0,6,33.0,61,71,2024-01-27,11:00:00
636,10.5,26.0,30.0,0.15,1.0,0.0,6,33.0,60,69,2024-01-27,12:00:00
637,10.6,26.0,34.0,0.15,1.0,0.0,7,34.0,58,63,2024-01-27,13:00:00
638,9.3,23.0,39.0,0.18,1.0,0.0,7,35.0,55,57,2024-01-27,14:00:00
639,11.3,24.0,44.0,0.19,1.0,0.0,7,34.0,56,62,2024-01-27,15:00:00
640,9.3,22.0,37.0,0.18,1.0,0.0,6,33.0,59,60,2024-01-27,16:00:00
641,10.2,23.0,31.0,0.21,1.0,0.0,5,31.0,66,69,2024-01-27,17:00:00
642,12.0,25.0,28.0,0.26,3.0,0.0,4,30.0,72,57,2024-01-27,18:00:00
643,27.3,51.0,26.0,0.23,1.0,0.0,4,29.0,76,55,2024-01-27,19:00:00
644,46.8,86.0,26.0,0.22,2.0,0.0,3,28.0,79,50,2024-01-27,20:00:00
645,37.5,68.0,27.0,0.2,1.0,0.0,3,28.0,80,53,2024-01-27,21:00:00
646,26.7,50.0,28.0,0.2,1.0,0.0,4,28.0,79,47,2024-01-27,22:00:00
647,20.7,38.0,28.0,0.2,1.0,0.0,4,27.0,81,43,2024-01-27,23:00:00
648,24.6,44.0,27.0,0.19,1.0,0.0,3,27.0,80,55,2024-01-28,00:00:00
649,24.8,43.0,27.0,0.2,1.0,0.0,2,27.0,82,42,2024-01-28,01:00:00
650,23.4,39.0,27.0,0.2,1.0,0.0,2,27.0,83,56,2024-01-28,02:00:00
651,25.5,45.0,27.0,0.19,1.0,0.0,2,27.0,82,49,2024-01-28,03:00:00
652,24.8,44.0,28.0,0.19,1.0,0.0,3,27.0,81,53,2024-01-28,04:00:00
653,28.2,49.0,29.0,0.2,2.29,0.0,2,27.0,81,53,2024-01-28,05:00:00
654,29.2,50.0,30.0,0.2,1.0,0.14,2,27.0,81,54,2024-01-28,06:00:00
655,36.4,46.0,22.86,0.23,1.0,0.0,3,29.0,75,47,2024-01-28,07:00:00
656,21.1,41.0,33.0,0.21,1.0,0.0,5,31.0,69,48,2024-01-28,08:00:00
657,15.7,33.0,33.0,0.22,1.0,0.0,6,32.0,64,56,2024-01-28,09:00:00
658,13.5,29.0,33.0,0.21,1.0,0.0,6,33.0,62,65,2024-01-28,10:00:00
659,12.2,26.0,33.0,0.21,1.0,0.0,6,34.0,60,59,2024-01-28,11:00:00
660,10.6,24.0,35.0,0.21,1.0,0.0,6,34.0,59,69,2024-01-28,12:00:00
661,10.4,24.0,32.0,0.21,1.0,0.0,6,34.0,56,62,2024-01-28,13:00:00
662,12.8,28.0,32.0,0.2,1.0,0.0,5,34.0,57,66,2024-01-28,14:00:00
663,10.6,24.0,32.0,0.21,1.0,0.0,6,34.0,56,63,2024-01-28,15:00:00
664,9.4,21.0,31.0,0.21,1.0,0.0,5,34.0,58,53,2024-01-28,16:00:00
665,9.5,19.0,34.0,0.23,1.0,0.0,5,32.0,63,55,2024-01-28,17:00:00
666,10.0,18.0,36.0,0.24,2.0,0.0,4,30.0,69,52,2024-01-28,18:00:00
667,16.4,29.0,35.0,0.24,1.0,0.0,4,29.0,74,46,2024-01-28,19:00:00
668,36.2,65.0,33.0,0.24,1.0,1.0,3,29.0,77,47,2024-01-28,20:00:00
669,39.3,70.0,30.0,0.23,1.0,1.0,3,28.0,79,41,2024-01-28,21:00:00
670,29.8,51.0,28.0,0.23,2.0,0.0,2,28.0,81,28,2024-01-28,22:00:00
671,22.6,40.0,28.0,0.22,1.0,1.0,3,27.0,82,33,2024-01-28,23:00:00
672,23.6,44.0,30.0,0.22,1.0,0.0,4,28.0,81,39,2024-01-29,00:00:00
673,24.7,45.0,30.0,0.22,1.0,0.0,3,27.0,81,29,2024-01-29,01:00:00
674,26.6,47.0,30.0,0.23,1.0,0.0,3,27.0,82,23,2024-01-29,02:00:00
675,26.5,48.0,29.0,0.24,1.0,0.0,3,27.0,85,22,2024-01-29,03:00:00
676,27.0,49.0,27.0,0.23,2.29,0.0,3,26.0,86,30,2024-01-29,04:00:00
677,27.0,47.0,26.0,0.2,2.0,0.14,2,26.0,87,39,2024-01-29,05:00:00
678,41.5,53.0,22.86,0.28,2.0,0.0,2,26.0,87,29,2024-01-29,06:00:00
679,30.4,54.0,24.0,0.27,4.0,1.0,2,27.0,84,23,2024-01-29,07:00:00
680,28.4,54.0,28.0,0.25,2.0,1.0,4,30.0,74,52,2024-01-29,08:00:00
681,23.5,45.0,32.0,0.19,1.0,0.0,5,32.0,68,67,2024-01-29,09:00:00
682,18.8,37.0,32.0,0.19,1.0,0.0,5,32.0,66,63,2024-01-29,10:00:00
683,14.2,31.0,34.0,0.19,1.0,1.0,6,33.0,60,71,2024-01-29,11:00:00
684,11.6,26.0,36.0,0.17,1.0,0.0,6,34.0,55,71,2024-01-29,12:00:00
685,10.3,23.0,37.0,0.17,1.0,0.0,6,35.0,51,67,2024-01-29,13:00:00
686,12.3,26.0,39.0,0.18,1.0,0.0,6,35.0,51,60,2024-01-29,14:00:00
687,11.1,23.0,39.0,0.19,1.0,0.0,6,34.0,54,66,2024-01-29,15:00:00
688,10.7,21.0,38.0,0.19,1.0,0.0,5,33.0,57,65,2024-01-29,16:00:00
689,14.5,26.0,40.0,0.21,2.0,0.0,4,32.0,62,56,2024-01-29,17:00:00
690,12.3,23.0,36.0,0.2,1.0,0.0,4,30.0,68,56,2024-01-29,18:00:00
691,17.0,32.0,23.0,0.23,2.0,0.0,3,29.0,73,55,2024-01-29,19:00:00
693,40.7,79.0,26.0,0.12,1.0,0.0,3,27.0,80,29,2024-01-29,21:00:00
694,35.9,65.0,26.0,0.08,1.0,0.0,3,27.0,81,28,2024-01-29,22:00:00
695,25.1,45.0,26.0,0.08,1.0,0.0,3,27.0,82,25,2024-01-29,23:00:00
696,21.4,40.0,26.0,0.11,1.0,0.0,3,27.0,82,32,2024-01-30,00:00:00
697,26.4,49.0,28.0,0.19,1.0,1.0,4,27.0,83,41,2024-01-30,01:00:00
698,26.2,48.0,30.0,0.18,1.0,0.0,4,27.0,83,44,2024-01-30,02:00:00
699,26.6,47.0,31.0,0.19,2.29,1.0,3,27.0,83,48,2024-01-30,03:00:00
700,25.1,45.0,32.0,0.2,1.0,0.14,3,27.0,83,48,2024-01-30,04:00:00
701,25.6,50.0,22.86,0.21,1.0,0.0,5,27.0,82,54,2024-01-30,05:00:00
702,25.8,47.0,34.0,0.2,1.0,1.0,4,27.0,80,51,2024-01-30,06:00:00
703,20.9,39.0,33.0,0.22,2.0,1.0,4,28.0,77,49,2024-01-30,07:00:00
704,26.9,52.0,33.0,0.19,1.0,1.0,5,30.0,71,56,2024-01-30,08:00:00
705,19.4,41.0,34.0,0.16,1.0,1.0,6,32.0,65,63,2024-01-30,09:00:00
706,16.3,33.0,36.0,0.16,1.0,1.0,6,33.0,61,61,2024-01-30,10:00:00
707,12.0,28.0,35.0,0.15,1.0,1.0,6,34.0,58,65,2024-01-30,11:00:00
708,9.8,25.0,36.0,0.16,1.0,1.0,7,35.0,51,58,2024-01-30,12:00:00
709,8.7,22.0,43.0,0.15,1.0,0.0,8,35.0,48,67,2024-01-30,13:00:00
710,9.1,21.0,41.0,0.15,1.0,0.0,6,36.0,45,63,2024-01-30,14:00:00
711,9.0,20.0,44.0,0.17,1.0,1.0,6,35.0,47,67,2024-01-30,15:00:00
712,10.5,22.0,46.0,0.19,1.0,1.0,6,34.0,48,60,2024-01-30,16:00:00
713,10.0,20.0,39.0,0.18,1.0,1.0,5,33.0,56,50,2024-01-30,17:00:00
714,11.0,22.0,32.0,0.18,1.0,0.0,5,30.0,65,46,2024-01-30,18:00:00
715,16.7,33.0,28.0,0.19,1.0,1.0,4,29.0,73,37,2024-01-30,19:00:00
716,32.6,63.0,25.0,0.16,1.0,0.0,5,28.0,78,38,2024-01-30,20:00:00
717,32.8,63.0,24.0,0.16,1.0,1.0,4,28.0,80,44,2024-01-30,21:00:00
718,24.7,48.0,24.0,0.15,1.0,1.0,4,28.0,82,42,2024-01-30,22:00:00
719,19.3,38.0,25.0,0.14,1.0,1.0,4,28.0,81,46,2024-01-30,23:00:00
720,17.6,34.0,26.0,0.16,1.0,0.0,4,28.0,81,44,2024-01-31,00:00:00
721,19.2,35.0,27.0,0.21,1.0,0.0,3,27.0,81,39,2024-01-31,01:00:00
722,20.7,39.0,27.0,0.21,2.29,0.0,4,27.0,82,24,2024-01-31,02:00:00
723,21.4,40.0,27.0,0.2,1.0,0.14,4,27.0,83,25,2024-01-31,03:00:00
724,23.5,42.0,22.86,0.23,1.0,0.0,3,27.0,83,34,2024-01-31,04:00:00
725,24.9,46.0,27.0,0.23,1.0,0.0,3,27.0,83,36,2024-01-31,05:00:00
726,23.4,42.0,27.0,0.23,1.0,0.0,3,27.0,83,24,2024-01-31,06:00:00
727,24.2,46.0,26.0,0.24,2.0,0.0,4,28.0,81,31,2024-01-31,07:00:00
728,24.5,49.0,27.0,0.22,1.0,0.0,5,30.0,73,48,2024-01-31,08:00:00
729,20.9,43.0,30.0,0.19,1.0,0.0,6,32.0,66,55,2024-01-31,09:00:00
730,16.7,35.0,31.0,0.21,1.0,0.0,6,33.0,60,62,2024-01-31,10:00:00
731,13.8,29.0,33.0,0.2,1.0,0.0,6,34.0,56,64,2024-01-31,11:00:00
732,12.9,25.0,36.0,0.2,1.0,0.0,5,29.26,0,68,2024-01-31,12:00:00
733,12.5,24.0,31.0,0.18,1.0,0.0,6,33.0,49,66,2024-01-31,13:00:00
734,12.5,24.0,31.0,0.19,1.0,0.0,5,33.0,50,58,2024-01-31,14:00:00
735,11.1,22.0,30.0,0.18,1.0,0.0,5,32.0,51,58,2024-01-31,15:00:00
736,9.0,21.0,29.0,0.21,2.0,0.0,5,32.0,53,52,2024-01-31,16:00:00
737,9.7,21.0,28.0,0.19,2.0,0.0,5,30.0,57,54,2024-01-31,17:00:00
738,9.7,21.0,27.0,0.2,2.0,0.0,4,29.0,64,50,2024-01-31,18:00:00
739,10.4,22.0,25.0,0.21,3.0,0.0,3,28.0,70,40,2024-01-31,19:00:00
740,11.2,23.0,24.0,0.21,2.0,0.0,4,27.0,74,34,2024-01-31,20:00:00
741,12.4,24.0,23.0,0.2,1.0,0.0,4,27.0,77,30,2024-01-31,21:00:00
742,14.4,25.0,22.0,0.2,2.0,0.0,3,26.0,79,21,2024-01-31,22:00:00
743,14.7,29.0,20.0,0.2,2.0,0.0,2,25.0,83,360,2024-01-31,23:00:00
744,14.1,33.0,15.0,0.22,4.0,0.0,2,24.0,87,343,2024-02-01,00:00:00
745,14.2,36.0,14.0,0.23,2.29,0.0,2,24.0,89,342,2024-02-01,01:00:00
746,16.2,42.0,14.0,0.2,3.0,0.14,2,24.0,89,1,2024-02-01,02:00:00
747,15.4,39.0,22.86,0.23,1.0,0.0,2,25.0,85,14,2024-02-01,03:00:00
748,20.9,36.0,19.0,0.22,1.0,0.0,2,25.0,85,13,2024-02-01,04:00:00
749,20.2,34.0,20.0,0.21,1.0,0.0,3,25.0,84,15,2024-02-01,05:00:00
750,19.1,32.0,20.0,0.2,1.0,0.0,4,25.0,83,35,2024-02-01,06:00:00
751,18.2,36.0,20.0,0.2,2.0,0.0,3,26.0,78,45,2024-02-01,07:00:00
752,18.3,47.0,23.0,0.19,2.0,0.0,3,28.0,70,28,2024-02-01,08:00:00
753,11.3,38.0,23.0,0.2,1.0,0.0,5,30.0,62,38,2024-02-01,09:00:00
754,14.3,28.0,28.0,0.21,1.0,0.0,5,31.0,58,52,2024-02-01,10:00:00
755,15.6,23.0,35.0,0.22,1.0,0.0,5,32.0,54,51,2024-02-01,11:00:00
756,13.7,23.0,37.0,0.23,1.0,0.0,6,32.0,49,59,2024-02-01,12:00:00
758,9.5,18.0,34.0,0.64,1.0,4.0,5,33.0,44,63,2024-02-01,14:00:00
759,14.0,20.0,35.0,0.26,2.0,0.0,5,33.0,44,67,2024-02-01,15:00:00
760,13.1,18.0,33.0,0.23,2.0,0.0,5,32.0,46,62,2024-02-01,16:00:00
761,9.9,18.0,32.0,0.22,2.0,0.0,4,31.0,51,58,2024-02-01,17:00:00
762,12.3,17.0,27.0,0.24,2.0,0.0,3,30.0,57,46,2024-02-01,18:00:00
763,9.4,16.0,22.0,0.25,2.0,0.0,3,28.0,64,37,2024-02-01,19:00:00
764,11.5,20.0,20.0,0.24,2.0,1.0,3,27.0,71,23,2024-02-01,20:00:00
765,11.8,22.0,18.0,0.23,2.0,0.0,3,27.0,76,28,2024-02-01,21:00:00
766,17.9,28.0,17.0,0.22,1.0,1.0,3,26.0,77,28,2024-02-01,22:00:00
767,19.9,30.0,19.0,0.2,1.0,0.0,3,26.0,79,25,2024-02-01,23:00:00
768,15.1,24.0,18.0,0.19,2.29,0.0,2,25.0,82,6,2024-02-02,00:00:00
769,15.4,28.0,18.0,0.2,1.0,0.14,3,25.0,82,16,2024-02-02,01:00:00
770,16.3,36.0,22.86,0.16,1.0,0.0,2,25.0,84,16,2024-02-02,02:00:00
771,19.7,29.0,15.0,0.16,2.0,0.0,2,24.0,87,6,2024-02-02,03:00:00
772,15.2,25.0,10.0,0.15,5.0,0.0,1,24.0,90,331,2024-02-02,04:00:00
773,12.3,21.0,9.0,0.18,4.0,0.0,2,23.0,91,350,2024-02-02,05:00:00
774,12.0,19.0,4.0,0.29,7.0,0.0,1,23.0,93,285,2024-02-02,06:00:00
775,11.4,17.0,5.0,0.34,8.0,0.0,1,25.0,88,274,2024-02-02,07:00:00
788,14.9,22.0,15.0,0.06,2.0,0.14,3,27.0,73,32,2024-02-02,20:00:00
789,20.0,29.0,12.0,0.05,2.0,0.0,2,27.0,77,27,2024-02-02,21:00:00
790,19.6,27.0,11.0,0.05,2.0,0.0,2,26.0,81,14,2024-02-02,22:00:00
791,15.2,26.0,11.0,0.05,2.29,0.0,2,26.0,83,10,2024-02-02,23:00:00
792,11.7,25.0,10.0,0.2,3.0,0.14,2,25.0,86,359,2024-02-03,00:00:00
793,20.3,26.0,22.86,0.08,4.0,0.0,1,25.0,87,322,2024-02-03,01:00:00
794,16.3,24.0,4.0,0.09,5.0,0.0,0,24.0,91,303,2024-02-03,02:00:00
795,16.2,24.0,1.0,0.09,6.0,0.0,1,23.0,93,306,2024-02-03,03:00:00
796,12.6,22.0,1.0,0.1,6.0,0.0,1,23.0,94,301,2024-02-03,04:00:00
797,13.8,24.0,2.0,0.11,6.0,0.0,1,23.0,95,274,2024-02-03,05:00:00
798,19.3,24.0,3.0,0.13,9.0,0.0,1,23.0,94,327,2024-02-03,06:00:00
799,13.4,28.0,3.0,0.11,7.0,0.0,1,24.0,90,277,2024-02-03,07:00:00
800,13.7,23.0,11.0,0.12,3.0,0.0,2,28.0,75,49,2024-02-03,08:00:00
801,25.3,30.0,17.0,0.19,1.0,0.0,4,30.0,64,55,2024-02-03,09:00:00
802,20.6,32.0,19.0,0.15,1.0,0.0,4,31.0,59,50,2024-02-03,10:00:00
803,18.0,29.0,22.0,0.13,1.0,0.0,4,32.0,54,68,2024-02-03,11:00:00
804,16.1,29.0,31.0,0.15,1.0,0.0,4,33.0,51,50,2024-02-03,12:00:00
805,12.7,35.0,34.0,0.15,1.0,0.0,4,34.0,47,58,2024-02-03,13:00:00
806,11.2,34.0,35.0,0.16,1.0,0.0,4,34.0,46,46,2024-02-03,14:00:00
807,9.3,30.0,35.0,0.16,1.0,0.0,4,34.0,46,45,2024-02-03,15:00:00
808,13.6,27.0,35.0,0.17,1.0,0.0,4,33.0,49,48,2024-02-03,16:00:00
809,10.8,25.0,32.0,0.21,2.0,0.0,4,31.0,55,48,2024-02-03,17:00:00
810,9.0,23.0,27.0,0.21,3.0,0.0,3,30.0,63,47,2024-02-03,18:00:00
811,10.2,22.0,23.0,0.23,3.0,0.0,3,29.0,70,50,2024-02-03,19:00:00
812,16.9,22.0,19.0,0.21,3.0,0.0,3,28.0,74,55,2024-02-03,20:00:00
813,17.8,21.0,16.0,0.21,3.0,1.0,3,27.0,78,62,2024-02-03,21:00:00
814,18.1,23.0,15.0,0.18,2.29,1.0,3,27.0,80,54,2024-02-03,22:00:00
815,13.3,22.0,14.0,0.2,2.0,0.14,3,26.0,81,46,2024-02-03,23:00:00
816,10.3,24.0,22.86,0.21,2.0,0.0,2,26.0,83,31,2024-02-04,00:00:00
817,15.1,27.0,13.0,0.26,2.0,0.0,1,25.0,87,68,2024-02-04,01:00:00
818,13.8,29.0,9.0,0.25,3.0,1.0,1,24.0,91,14,2024-02-04,02:00:00
819,16.0,27.0,7.0,0.25,3.0,0.0,1,24.0,93,357,2024-02-04,03:00:00
820,11.9,25.0,1.0,0.29,5.0,0.0,1,23.0,96,297,2024-02-04,04:00:00
821,12.5,23.0,2.0,0.36,5.0,0.0,1,23.0,96,303,2024-02-04,05:00:00
822,14.9,28.0,1.0,0.38,5.0,0.0,1,22.0,97,320,2024-02-04,06:00:00
823,18.4,32.0,2.0,0.39,5.0,0.0,1,24.0,92,336,2024-02-04,07:00:00
824,21.0,31.0,12.0,0.38,4.0,0.0,1,28.0,76,54,2024-02-04,08:00:00
825,25.9,39.0,24.0,0.3,1.0,0.0,2,31.0,61,52,2024-02-04,09:00:00
826,23.2,42.0,26.0,0.25,1.0,0.0,2,32.0,55,83,2024-02-04,10:00:00
827,17.2,41.0,27.0,0.23,1.0,0.0,1,34.0,50,86,2024-02-04,11:00:00
828,13.0,43.0,26.0,0.22,1.0,1.0,1,35.0,46,61,2024-02-04,12:00:00
829,9.9,37.0,29.0,0.22,1.0,0.0,1,35.0,44,39,2024-02-04,13:00:00
830,10.1,33.0,32.0,0.22,1.0,1.0,1,36.0,40,41,2024-02-04,14:00:00
831,8.2,29.0,35.0,0.23,1.0,1.0,3,35.0,42,36,2024-02-04,15:00:00
832,8.6,27.0,40.0,0.23,1.0,1.0,4,35.0,42,49,2024-02-04,16:00:00
833,6.6,25.0,38.0,0.26,2.0,1.0,1,33.0,50,357,2024-02-04,17:00:00
834,10.7,23.0,28.0,0.4,5.0,1.0,1,30.0,63,235,2024-02-04,18:00:00
835,12.9,22.0,30.0,0.37,3.0,1.0,2,29.0,65,32,2024-02-04,19:00:00
836,12.8,22.0,32.0,0.32,3.0,1.0,3,29.0,70,62,2024-02-04,20:00:00
837,13.8,27.0,31.0,0.29,2.29,1.0,3,27.0,76,40,2024-02-04,21:00:00
838,16.6,31.0,29.0,0.2,2.0,0.14,2,27.0,81,13,2024-02-04,22:00:00
839,27.7,32.0,22.86,0.3,4.0,1.0,1,26.0,83,355,2024-02-04,23:00:00
840,20.5,39.0,20.0,0.28,4.0,0.0,1,25.0,88,1,2024-02-05,00:00:00
841,27.1,42.0,16.0,0.3,6.0,0.0,0,25.0,91,339,2024-02-05,01:00:00
842,23.5,39.0,13.0,0.3,6.0,0.0,0,24.0,93,281,2024-02-05,02:00:00
843,22.2,34.0,9.0,0.29,7.0,0.0,0,24.0,95,276,2024-02-05,03:00:00
844,16.4,29.0,9.0,0.31,7.0,0.0,1,23.0,95,337,2024-02-05,04:00:00
845,19.9,27.0,1.0,0.35,11.0,0.0,0,23.0,96,319,2024-02-05,05:00:00
846,19.5,25.0,1.0,0.35,8.0,0.0,1,23.0,96,302,2024-02-05,06:00:00
847,15.1,23.0,2.0,0.38,9.0,0.0,0,24.0,92,5,2024-02-05,07:00:00
848,29.6,43.0,12.0,0.4,9.0,0.0,1,27.0,82,0,2024-02-05,08:00:00
849,36.8,59.0,28.0,0.38,4.0,0.0,1,29.0,71,324,2024-02-05,09:00:00
850,31.4,59.0,36.0,0.32,2.0,0.0,2,33.0,56,45,2024-02-05,10:00:00
851,22.6,54.0,36.0,0.27,1.0,0.0,2,33.0,53,64,2024-02-05,11:00:00
852,17.2,47.0,39.0,0.27,1.0,0.0,3,34.0,48,62,2024-02-05,12:00:00
853,20.5,49.0,43.0,0.25,2.0,0.0,4,35.0,44,74,2024-02-05,13:00:00
854,16.1,46.0,46.0,0.26,2.0,0.0,4,35.0,45,90,2024-02-05,14:00:00
855,11.8,38.0,47.0,0.26,2.0,1.0,4,35.0,43,76,2024-02-05,15:00:00
856,9.8,33.0,48.0,0.27,2.0,1.0,4,34.0,44,75,2024-02-05,16:00:00
857,8.0,30.0,43.0,0.28,3.0,1.0,4,33.0,52,69,2024-02-05,17:00:00
858,16.3,27.0,39.0,0.29,3.0,0.0,3,31.0,62,66,2024-02-05,18:00:00
859,11.9,25.0,33.0,0.29,3.0,0.0,3,29.0,70,68,2024-02-05,19:00:00
860,18.4,24.0,29.0,0.28,2.29,0.0,2,28.0,75,53,2024-02-05,20:00:00
861,16.2,27.0,27.0,0.2,2.0,0.14,2,27.0,80,42,2024-02-05,21:00:00
862,23.3,33.0,22.86,0.27,2.0,0.0,2,27.0,81,58,2024-02-05,22:00:00
863,20.4,39.0,24.0,0.27,2.0,0.0,2,27.0,83,36,2024-02-05,23:00:00
864,22.8,42.0,19.0,0.29,3.0,0.0,1,26.0,86,314,2024-02-06,00:00:00
865,17.3,39.0,15.0,0.36,5.0,0.0,1,25.0,90,355,2024-02-06,01:00:00
866,17.7,39.0,14.0,0.36,5.0,0.0,0,25.0,91,306,2024-02-06,02:00:00
867,18.8,33.0,8.0,0.41,7.0,0.0,0,24.0,94,308,2024-02-06,03:00:00
868,26.8,39.0,6.0,0.46,5.0,0.0,0,24.0,95,248,2024-02-06,04:00:00
869,20.0,36.0,2.0,0.51,7.0,0.0,0,24.0,96,10,2024-02-06,05:00:00
870,22.2,35.0,0.0,0.51,9.0,0.0,0,23.0,96,340,2024-02-06,06:00:00
871,27.2,32.0,1.0,0.54,10.0,0.0,0,24.0,92,323,2024-02-06,07:00:00
