,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,Date,Time
1557,23.5,44.0,27.0,0.26,3.0,1.0,2,28.0,74,45,2024-03-05,21:00:00
1558,20.1,41.0,20.0,0.26,3.0,1.0,1,27.0,79,24,2024-03-05,22:00:00
1559,20.9,45.0,18.0,0.26,3.0,1.0,2,27.0,81,66,2024-03-05,23:00:00
1560,26.1,43.0,19.0,0.26,2.0,0.0,2,27.0,82,62,2024-03-06,00:00:00
1561,18.9,47.0,15.0,0.25,2.0,0.0,1,26.0,86,66,2024-03-06,01:00:00
1562,18.8,42.0,9.0,0.25,4.0,0.0,0,25.0,90,94,2024-03-06,02:00:00
1563,19.2,35.0,3.0,0.3,7.0,0.0,0,25.0,92,154,2024-03-06,03:00:00
1564,22.6,31.0,7.0,0.29,3.0,0.0,1,25.0,91,37,2024-03-06,04:00:00
1565,18.2,29.0,2.0,0.29,8.0,0.0,0,24.0,93,11,2024-03-06,05:00:00
1566,25.1,36.0,0.0,0.32,9.0,0.0,0,24.0,94,332,2024-03-06,06:00:00
1567,19.7,31.0,1.0,0.4,7.0,0.0,0,25.0,90,307,2024-03-06,07:00:00
1568,27.3,53.0,15.0,0.43,9.0,0.0,0,29.0,73,108,2024-03-06,08:00:00
1569,36.8,62.0,32.0,0.43,4.0,0.0,0,32.0,65,106,2024-03-06,09:00:00
1570,35.1,68.0,44.0,0.41,2.0,0.0,1,34.0,56,113,2024-03-06,10:00:00
1571,26.2,55.0,47.0,0.39,1.0,0.0,0,35.0,52,340,2024-03-06,11:00:00
1572,23.7,51.0,46.0,0.38,1.0,0.0,1,36.0,47,25,2024-03-06,12:00:00
1573,17.6,46.0,42.0,0.36,2.29,0.0,1,36.0,42,242,2024-03-06,13:00:00
1574,17.4,44.0,37.0,0.2,2.0,0.14,2,36.0,47,215,2024-03-06,14:00:00
1575,22.0,37.0,22.86,0.37,2.0,0.0,3,35.0,55,203,2024-03-06,15:00:00
1576,23.7,32.0,32.0,0.3,2.0,0.0,3,34.0,53,237,2024-03-06,16:00:00
1577,17.1,28.0,33.0,0.22,2.0,0.0,3,32.0,56,250,2024-03-06,17:00:00
1578,13.7,26.0,29.0,0.23,3.0,0.0,2,31.0,63,251,2024-03-06,18:00:00
1579,10.2,24.0,18.0,0.27,9.0,0.0,0,30.0,69,194,2024-03-06,19:00:00
1580,23.0,31.0,16.0,0.31,12.0,0.0,0,29.0,73,146,2024-03-06,20:00:00
1581,22.0,39.0,3.0,0.36,16.0,0.0,0,29.0,77,353,2024-03-06,21:00:00
1582,34.1,46.0,2.0,0.4,12.0,0.0,0,28.0,84,114,2024-03-06,22:00:00
1583,36.0,51.0,2.0,0.41,10.0,0.0,0,27.0,87,38,2024-03-06,23:00:00
1584,26.1,51.0,2.0,0.46,8.0,0.0,0,27.0,90,77,2024-03-07,00:00:00
1585,28.2,58.0,2.0,0.52,6.0,0.0,0,26.0,90,45,2024-03-07,01:00:00
1586,27.4,56.0,5.0,0.5,4.0,0.0,0,26.0,90,76,2024-03-07,02:00:00
1587,25.4,45.0,3.0,0.47,4.0,0.0,0,26.0,91,73,2024-03-07,03:00:00
1588,27.2,38.0,2.0,0.47,4.0,0.0,0,26.0,93,92,2024-03-07,04:00:00
1589,28.0,42.0,2.0,0.46,5.0,0.0,0,25.0,93,65,2024-03-07,05:00:00
1590,23.3,39.0,0.0,0.48,7.0,0.0,0,25.0,94,339,2024-03-07,06:00:00
1591,22.7,36.0,0.0,0.52,8.0,0.0,0,26.0,90,12,2024-03-07,07:00:00
1592,27.3,49.0,8.0,0.52,8.0,0.0,0,30.0,77,10,2024-03-07,08:00:00
1593,40.8,74.0,22.0,0.45,3.0,0.0,0,31.0,72,222,2024-03-07,09:00:00
1594,34.4,64.0,33.0,0.39,2.0,0.0,0,34.0,60,197,2024-03-07,10:00:00
1595,34.4,55.0,33.0,0.35,1.0,0.0,1,35.0,51,248,2024-03-07,11:00:00
1596,24.6,53.0,35.0,0.34,2.29,0.0,1,36.0,47,247,2024-03-07,12:00:00
1597,18.0,48.0,33.0,0.2,1.0,0.14,1,37.0,41,261,2024-03-07,13:00:00
1598,13.6,40.0,22.86,0.32,1.0,0.0,1,37.0,38,67,2024-03-07,14:00:00
1599,10.9,34.0,32.0,0.29,2.0,0.0,3,38.0,34,67,2024-03-07,15:00:00
1600,12.4,31.0,36.0,0.24,1.0,0.0,3,37.0,36,72,2024-03-07,16:00:00
1601,9.1,27.0,29.0,0.22,2.0,0.0,3,33.0,58,230,2024-03-07,17:00:00
1602,6.9,25.0,25.0,0.23,4.0,0.0,1,31.0,65,211,2024-03-07,18:00:00
1603,7.6,24.0,25.0,0.25,7.0,0.0,2,30.0,70,157,2024-03-07,19:00:00
1604,21.4,33.0,20.0,0.27,3.0,0.0,1,29.0,73,150,2024-03-07,20:00:00
1605,27.0,37.0,16.0,0.28,4.0,0.0,1,29.0,77,121,2024-03-07,21:00:00
1606,27.1,38.0,11.0,0.29,4.0,0.0,1,28.0,82,100,2024-03-07,22:00:00
1607,34.0,45.0,11.0,0.3,4.0,0.0,0,28.0,84,122,2024-03-07,23:00:00
1608,28.3,47.0,3.0,0.31,10.0,0.0,0,27.0,88,194,2024-03-08,00:00:00
1609,35.7,48.0,2.0,0.42,8.0,0.0,0,26.0,91,182,2024-03-08,01:00:00
1610,38.2,59.0,1.0,0.4,6.0,0.0,1,26.0,92,54,2024-03-08,02:00:00
1611,33.3,47.0,2.0,0.39,4.0,0.0,0,26.0,92,56,2024-03-08,03:00:00
1612,29.7,39.0,2.0,0.37,4.0,0.0,0,26.0,93,53,2024-03-08,04:00:00
1613,22.9,33.0,1.0,0.37,5.0,0.0,1,25.0,93,39,2024-03-08,05:00:00
1614,16.8,29.0,1.0,0.37,4.0,0.0,0,25.0,93,359,2024-03-08,06:00:00
1615,25.2,32.0,0.0,0.39,6.0,0.0,0,25.0,93,329,2024-03-08,07:00:00
1616,31.1,43.0,2.0,0.43,10.0,0.0,0,27.0,86,342,2024-03-08,08:00:00
1617,41.1,64.0,18.0,0.4,4.0,0.0,1,31.0,68,62,2024-03-08,09:00:00
1618,35.7,58.0,26.0,0.29,1.0,0.0,2,32.0,56,73,2024-03-08,10:00:00
1619,30.5,55.0,25.0,0.23,2.29,0.0,2,33.0,51,56,2024-03-08,11:00:00
1620,22.8,45.0,25.0,0.2,1.0,0.14,3,34.0,49,46,2024-03-08,12:00:00
1621,18.2,44.0,22.86,0.18,0.0,0.0,3,34.0,50,52,2024-03-08,13:00:00
1622,14.0,37.0,32.0,0.17,1.0,0.0,3,34.0,49,54,2024-03-08,14:00:00
1623,13.7,33.0,35.0,0.17,1.0,0.0,3,34.0,49,52,2024-03-08,15:00:00
1624,11.2,29.0,33.0,0.2,1.0,0.0,4,33.0,54,47,2024-03-08,16:00:00
1625,8.7,26.0,29.0,0.28,2.0,1.0,4,32.0,59,51,2024-03-08,17:00:00
1626,9.6,25.0,26.0,0.27,3.0,0.0,4,30.0,67,55,2024-03-08,18:00:00
1627,16.4,29.0,18.0,0.29,2.0,0.0,4,29.0,72,59,2024-03-08,19:00:00
1628,20.0,32.0,16.0,0.28,2.0,0.0,4,28.0,76,59,2024-03-08,20:00:00
1629,19.5,32.0,16.0,0.27,2.0,0.0,3,28.0,78,49,2024-03-08,21:00:00
1630,17.6,31.0,15.0,0.28,2.0,0.0,2,27.0,79,30,2024-03-08,22:00:00
1631,21.6,33.0,15.0,0.28,2.0,0.0,2,27.0,82,4,2024-03-08,23:00:00
1632,15.7,25.0,13.0,0.26,3.0,0.0,1,26.0,84,331,2024-03-09,00:00:00
1633,12.3,28.0,11.0,0.25,5.0,0.0,1,26.0,87,336,2024-03-09,01:00:00
1634,20.9,34.0,23.0,0.27,2.0,0.0,2,27.0,82,27,2024-03-09,02:00:00
1635,17.2,30.0,20.0,0.27,3.0,0.0,1,26.0,86,18,2024-03-09,03:00:00
1636,18.8,29.0,16.0,0.3,3.0,0.0,1,26.0,88,319,2024-03-09,04:00:00
1637,25.0,35.0,14.0,0.32,5.0,0.0,2,25.0,89,343,2024-03-09,05:00:00
1638,19.0,33.0,10.0,0.33,7.0,0.0,2,25.0,91,355,2024-03-09,06:00:00
1639,18.4,25.0,10.0,0.42,6.0,0.0,2,26.0,88,22,2024-03-09,07:00:00
1640,26.7,40.0,21.0,0.37,2.0,0.0,3,29.0,74,42,2024-03-09,08:00:00
1641,23.7,47.0,22.0,0.26,1.0,0.0,4,31.0,66,53,2024-03-09,09:00:00
1642,26.7,49.0,20.0,0.21,2.29,0.0,5,32.0,63,50,2024-03-09,10:00:00
1643,19.7,41.0,19.0,0.2,1.0,0.14,4,31.0,65,54,2024-03-09,11:00:00
1644,16.3,35.0,22.86,0.21,1.0,0.0,5,30.0,69,51,2024-03-09,12:00:00
1645,12.1,35.0,18.0,0.19,1.0,0.0,4,30.0,70,42,2024-03-09,13:00:00
1646,10.7,34.0,17.0,0.18,1.0,0.0,4,31.0,63,60,2024-03-09,14:00:00
1647,8.9,30.0,17.0,0.17,1.0,0.0,4,32.0,59,66,2024-03-09,15:00:00
1648,7.1,27.0,17.0,0.14,1.0,0.0,4,31.0,61,69,2024-03-09,16:00:00
1649,8.6,25.0,20.0,0.08,1.0,0.0,4,31.0,62,61,2024-03-09,17:00:00
1650,7.4,23.0,16.0,0.09,2.0,0.0,3,30.0,68,47,2024-03-09,18:00:00
1651,6.5,22.0,13.0,0.11,3.0,0.0,2,29.0,73,39,2024-03-09,19:00:00
1652,6.6,22.0,12.0,0.12,3.0,0.0,2,28.0,77,32,2024-03-09,20:00:00
1653,6.2,21.0,12.0,0.12,3.0,0.0,2,27.0,80,31,2024-03-09,21:00:00
1654,5.5,21.0,12.0,0.11,2.0,0.0,3,27.0,82,33,2024-03-09,22:00:00
1655,6.0,22.0,12.0,0.11,2.0,0.0,3,27.0,83,38,2024-03-09,23:00:00
