DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,Date,Time
2024-01-01 00:00:00,11.5,20.0,23.0,0.2,1.0,0.0,2,28.0,86,15,2024-01-01,00:00:00
2024-01-01 01:00:00,11.2,18.0,22.0,0.27,2.0,0.0,2,27.0,88,352,2024-01-01,01:00:00
2024-01-01 02:00:00,9.8,17.0,19.0,0.26,3.0,0.0,2,27.0,90,348,2024-01-01,02:00:00
2024-01-01 03:00:00,9.7,17.0,17.0,0.26,2.0,0.0,2,26.0,91,1,2024-01-01,03:00:00
2024-01-01 04:00:00,8.7,16.0,17.0,0.26,2.0,0.0,2,27.0,90,3,2024-01-01,04:00:00
2024-01-01 05:00:00,8.6,17.0,11.0,0.34,3.0,0.0,2,26.0,93,344,2024-01-01,05:00:00
2024-01-01 06:00:00,11.4,20.0,8.0,0.37,4.0,0.0,1,26.0,94,328,2024-01-01,06:00:00
2024-01-01 07:00:00,11.2,22.0,11.0,0.32,3.0,0.0,2,27.0,90,3,2024-01-01,07:00:00
2024-01-01 08:00:00,13.9,27.0,18.0,0.27,1.0,0.0,3,30.0,78,37,2024-01-01,08:00:00
2024-01-01 09:00:00,21.0,41.0,20.0,0.25,2.17,0.0,4,33.0,68,54,2024-01-01,09:00:00
2024-01-01 10:00:00,16.5,34.0,22.0,0.2,1.0,0.15,4,34.0,64,61,2024-01-01,10:00:00
2024-01-01 11:00:00,14.4,28.0,23.52,0.29,1.0,0.0,5,35.0,61,60,2024-01-01,11:00:00
2024-01-01 12:00:00,11.2,24.0,27.0,0.27,1.0,0.0,5,35.0,59,66,2024-01-01,12:00:00
2024-01-01 13:00:00,10.1,22.0,29.0,0.27,1.0,0.0,5,35.0,58,68,2024-01-01,13:00:00
2024-01-01 14:00:00,9.7,21.0,30.0,0.27,1.0,0.0,5,35.0,57,64,2024-01-01,14:00:00
2024-01-01 15:00:00,8.4,20.0,30.0,0.28,1.0,1.0,5,35.0,59,52,2024-01-01,15:00:00
2024-01-01 16:00:00,8.6,19.0,31.0,0.28,1.0,1.0,5,34.0,60,51,2024-01-01,16:00:00
2024-01-01 17:00:00,8.1,18.0,26.0,0.27,2.0,1.0,5,32.0,66,57,2024-01-01,17:00:00
2024-01-01 18:00:00,8.7,17.0,22.0,0.27,2.0,0.0,3,30.0,71,54,2024-01-01,18:00:00
2024-01-01 19:00:00,12.6,25.0,20.0,0.26,2.0,1.0,3,29.0,76,40,2024-01-01,19:00:00
2024-01-01 20:00:00,16.3,32.0,19.0,0.26,1.0,1.0,3,29.0,80,29,2024-01-01,20:00:00
2024-01-01 21:00:00,13.2,27.0,18.0,0.27,1.0,1.0,4,28.0,82,31,2024-01-01,21:00:00
2024-01-01 22:00:00,11.7,24.0,17.0,0.26,1.0,1.0,3,28.0,83,20,2024-01-01,22:00:00
2024-01-01 23:00:00,10.7,21.0,17.0,0.26,1.0,1.0,3,28.0,84,18,2024-01-01,23:00:00
2024-01-02 00:00:00,9.6,19.0,17.0,0.23,1.0,0.0,3,28.0,85,17,2024-01-02,00:00:00
2024-01-02 01:00:00,10.0,18.0,17.0,0.2,1.0,0.0,2,27.0,86,28,2024-01-02,01:00:00
2024-01-02 02:00:00,10.6,17.0,16.0,0.17,1.0,0.0,1,27.0,87,357,2024-01-02,02:00:00
2024-01-02 03:00:00,10.7,17.0,14.0,0.17,2.0,0.0,1,27.0,89,357,2024-01-02,03:00:00
2024-01-02 04:00:00,12.8,25.0,12.0,0.17,3.0,0.0,2,26.0,91,348,2024-01-02,04:00:00
2024-01-02 05:00:00,12.1,25.0,10.0,0.19,3.0,0.0,3,26.0,92,355,2024-01-02,05:00:00
2024-01-02 11:00:00,19.4,41.0,26.0,0.05,1.0,0.0,6,34.0,60,66,2024-01-02,11:00:00
2024-01-02 12:00:00,15.8,34.0,28.0,0.05,1.0,0.0,5,35.0,58,54,2024-01-02,12:00:00
2024-01-02 13:00:00,13.1,28.0,30.0,0.05,1.0,0.0,5,35.0,55,65,2024-01-02,13:00:00
2024-01-02 14:00:00,11.2,24.0,32.0,0.05,1.0,0.0,5,35.0,54,67,2024-01-02,14:00:00
2024-01-02 15:00:00,10.0,21.0,33.0,0.05,1.0,0.0,5,36.0,54,55,2024-01-02,15:00:00
2024-01-02 16:00:00,9.3,20.0,32.0,0.05,1.0,0.0,5,35.0,56,52,2024-01-02,16:00:00
2024-01-02 17:00:00,8.9,18.0,31.0,0.05,2.0,0.0,5,32.0,62,50,2024-01-02,17:00:00
2024-01-02 18:00:00,8.8,17.0,29.0,0.05,2.0,0.0,4,31.0,70,50,2024-01-02,18:00:00
2024-01-02 19:00:00,10.7,21.0,26.0,0.05,2.0,0.0,4,29.0,76,54,2024-01-02,19:00:00
2024-01-02 20:00:00,10.0,19.0,25.0,0.05,1.0,0.0,4,29.0,80,63,2024-01-02,20:00:00
2024-01-02 21:00:00,13.5,26.0,22.0,0.05,1.0,0.0,3,28.0,81,51,2024-01-02,21:00:00
2024-01-02 22:00:00,11.8,22.0,21.0,0.05,1.0,0.0,3,28.0,81,43,2024-01-02,22:00:00
2024-01-02 23:00:00,9.7,20.0,20.0,0.05,1.0,0.0,4,28.0,82,37,2024-01-02,23:00:00
2024-01-03 00:00:00,9.5,19.0,19.0,0.05,1.0,0.0,3,28.0,84,17,2024-01-03,00:00:00
2024-01-03 01:00:00,9.0,18.0,19.0,0.05,1.0,0.0,3,27.0,85,16,2024-01-03,01:00:00
2024-01-03 02:00:00,8.4,17.0,19.0,0.05,1.0,0.0,3,27.0,86,13,2024-01-03,02:00:00
2024-01-03 03:00:00,10.4,16.0,14.0,0.05,4.0,0.0,1,27.0,88,343,2024-01-03,03:00:00
2024-01-03 04:00:00,10.4,18.0,11.0,0.06,5.0,0.0,1,26.0,90,301,2024-01-03,04:00:00
2024-01-03 05:00:00,9.3,18.0,6.0,0.17,6.0,0.0,2,25.0,93,325,2024-01-03,05:00:00
2024-01-03 06:00:00,9.3,20.0,8.0,0.09,5.0,0.0,2,26.0,92,349,2024-01-03,06:00:00
2024-01-03 07:00:00,12.0,24.0,8.0,0.12,2.17,0.0,2,27.0,88,346,2024-01-03,07:00:00
2024-01-03 08:00:00,17.8,34.0,19.0,0.2,2.0,0.15,3,31.0,75,39,2024-01-03,08:00:00
2024-01-03 09:00:00,30.5,44.0,23.52,0.07,1.0,0.0,5,33.0,64,55,2024-01-03,09:00:00
2024-01-03 10:00:00,17.7,36.0,29.0,0.07,1.0,0.0,5,34.0,61,60,2024-01-03,10:00:00
2024-01-03 11:00:00,14.7,30.0,29.0,0.06,1.0,0.0,5,35.0,58,68,2024-01-03,11:00:00
2024-01-03 12:00:00,12.6,26.0,29.0,0.05,1.0,0.0,5,36.0,55,60,2024-01-03,12:00:00
2024-01-03 13:00:00,10.5,23.0,29.0,0.05,1.0,0.0,5,36.0,53,64,2024-01-03,13:00:00
2024-01-03 14:00:00,8.6,21.0,29.0,0.05,1.0,1.0,6,36.0,51,67,2024-01-03,14:00:00
2024-01-03 15:00:00,8.1,19.0,28.0,0.06,1.0,1.0,5,35.0,53,63,2024-01-03,15:00:00
2024-01-03 16:00:00,7.8,19.0,27.0,0.05,1.0,1.0,5,35.0,58,45,2024-01-03,16:00:00
2024-01-03 17:00:00,8.8,20.0,23.0,0.07,2.0,1.0,4,32.0,64,54,2024-01-03,17:00:00
2024-01-03 18:00:00,8.1,17.0,23.0,0.06,2.0,1.0,4,31.0,69,52,2024-01-03,18:00:00
2024-01-03 19:00:00,8.6,17.0,23.0,0.07,2.0,1.0,3,30.0,75,49,2024-01-03,19:00:00
2024-01-03 20:00:00,9.1,17.0,22.0,0.08,2.0,1.0,3,29.0,78,51,2024-01-03,20:00:00
2024-01-03 21:00:00,11.1,20.0,21.0,0.07,2.0,1.0,2,28.0,82,45,2024-01-03,21:00:00
2024-01-03 22:00:00,10.3,19.0,22.0,0.06,1.0,1.0,3,28.0,83,35,2024-01-03,22:00:00
2024-01-03 23:00:00,9.5,18.0,23.0,0.06,1.0,1.0,3,28.0,84,31,2024-01-03,23:00:00
2024-01-04 00:00:00,10.9,20.0,23.0,0.1,1.0,0.0,2,28.0,85,10,2024-01-04,00:00:00
2024-01-04 01:00:00,10.7,20.0,21.0,0.22,1.0,1.0,2,27.0,87,7,2024-01-04,01:00:00
2024-01-04 02:00:00,9.7,18.0,19.0,0.22,2.0,0.0,2,27.0,89,356,2024-01-04,02:00:00
2024-01-04 03:00:00,10.1,20.0,18.0,0.22,2.0,0.0,2,27.0,90,353,2024-01-04,03:00:00
2024-01-04 04:00:00,11.6,22.0,16.0,0.24,4.0,0.0,1,26.0,91,342,2024-01-04,04:00:00
2024-01-04 05:00:00,10.3,20.0,16.0,0.25,4.0,0.0,2,26.0,91,348,2024-01-04,05:00:00
2024-01-04 06:00:00,10.0,18.0,11.0,0.33,2.17,0.0,2,26.0,92,337,2024-01-04,06:00:00
2024-01-04 07:00:00,9.8,19.0,9.0,0.2,8.0,0.15,2,27.0,90,338,2024-01-04,07:00:00
2024-01-04 08:00:00,15.8,26.0,23.52,0.29,3.0,0.0,2,31.0,76,37,2024-01-04,08:00:00
2024-01-04 09:00:00,17.7,33.0,32.0,0.17,1.0,0.0,4,33.0,65,55,2024-01-04,09:00:00
2024-01-04 10:00:00,15.4,30.0,33.0,0.16,1.0,0.0,4,34.0,61,66,2024-01-04,10:00:00
2024-01-04 11:00:00,13.7,26.0,33.0,0.15,1.0,0.0,4,35.0,60,71,2024-01-04,11:00:00
2024-01-04 12:00:00,12.4,24.0,33.0,0.15,1.0,0.0,4,36.0,57,69,2024-01-04,12:00:00
2024-01-04 13:00:00,12.9,26.0,34.0,0.13,1.0,0.0,5,36.0,55,63,2024-01-04,13:00:00
2024-01-04 14:00:00,10.1,23.0,30.0,0.13,1.0,0.0,6,36.0,56,55,2024-01-04,14:00:00
2024-01-04 15:00:00,9.3,21.0,30.0,0.13,2.0,0.0,5,35.0,58,56,2024-01-04,15:00:00
2024-01-04 16:00:00,8.3,19.0,36.0,0.17,2.0,1.0,6,34.0,59,53,2024-01-04,16:00:00
2024-01-04 17:00:00,8.6,18.0,36.0,0.23,2.0,1.0,5,32.0,66,55,2024-01-04,17:00:00
2024-01-04 18:00:00,8.2,17.0,33.0,0.23,2.0,0.0,5,31.0,72,51,2024-01-04,18:00:00
2024-01-04 19:00:00,16.5,32.0,32.0,0.23,1.0,0.0,5,30.0,76,44,2024-01-04,19:00:00
2024-01-04 20:00:00,22.2,41.0,31.0,0.22,1.0,1.0,4,29.0,79,41,2024-01-04,20:00:00
2024-01-04 21:00:00,22.6,42.0,31.0,0.22,1.0,1.0,4,29.0,81,37,2024-01-04,21:00:00
2024-01-04 22:00:00,19.6,34.0,30.0,0.22,1.0,1.0,3,29.0,82,30,2024-01-04,22:00:00
2024-01-04 23:00:00,17.0,29.0,30.0,0.22,1.0,1.0,2,28.0,83,55,2024-01-04,23:00:00
2024-01-05 00:00:00,18.5,30.0,32.0,0.22,1.0,0.0,2,28.0,82,43,2024-01-05,00:00:00
2024-01-05 01:00:00,16.7,27.0,31.0,0.2,1.0,0.0,2,28.0,82,33,2024-01-05,01:00:00
2024-01-05 02:00:00,29.2,48.0,31.0,0.23,2.0,0.0,1,28.0,83,1,2024-01-05,02:00:00
2024-01-05 03:00:00,27.3,45.0,26.0,0.23,3.0,0.0,1,27.0,86,34,2024-01-05,03:00:00
2024-01-05 04:00:00,29.0,48.0,28.0,0.25,3.0,0.0,1,27.0,86,358,2024-01-05,04:00:00
2024-01-05 05:00:00,26.9,47.0,20.0,0.25,2.17,0.0,1,26.0,88,334,2024-01-05,05:00:00
2024-01-05 06:00:00,28.6,50.0,25.0,0.2,3.0,0.15,2,26.0,88,358,2024-01-05,06:00:00
2024-01-05 07:00:00,41.5,54.0,23.52,0.28,6.0,0.0,2,27.0,87,350,2024-01-05,07:00:00
2024-01-05 08:00:00,31.7,57.0,30.0,0.23,2.0,0.0,3,30.0,76,54,2024-01-05,08:00:00
2024-01-05 09:00:00,27.4,51.0,35.0,0.15,1.0,0.0,5,32.0,67,60,2024-01-05,09:00:00
2024-01-05 10:00:00,21.7,41.0,38.0,0.16,1.0,0.0,5,33.0,63,63,2024-01-05,10:00:00
2024-01-05 11:00:00,17.2,34.0,37.0,0.16,1.0,0.0,5,34.0,63,54,2024-01-05,11:00:00
2024-01-05 12:00:00,19.3,37.0,42.0,0.16,1.0,0.0,5,34.0,60,56,2024-01-05,12:00:00
2024-01-05 13:00:00,17.2,34.0,42.0,0.16,1.0,0.0,6,34.0,60,50,2024-01-05,13:00:00
2024-01-05 14:00:00,20.1,38.0,39.0,0.17,2.0,0.0,5,33.0,64,51,2024-01-05,14:00:00
2024-01-05 15:00:00,18.7,34.0,38.0,0.15,2.0,0.0,4,33.0,65,53,2024-01-05,15:00:00
2024-01-05 16:00:00,16.4,31.0,40.0,0.18,2.0,1.0,5,32.0,64,61,2024-01-05,16:00:00
2024-01-05 17:00:00,14.4,27.0,37.0,0.25,1.0,1.0,4,31.0,69,47,2024-01-05,17:00:00
2024-01-05 18:00:00,22.2,40.0,34.0,0.26,2.0,0.0,4,30.0,74,40,2024-01-05,18:00:00
2024-01-05 19:00:00,32.9,58.0,32.0,0.25,2.0,0.0,3,29.0,78,35,2024-01-05,19:00:00
2024-01-05 20:00:00,34.5,61.0,31.0,0.25,2.0,0.0,3,29.0,80,17,2024-01-05,20:00:00
2024-01-05 21:00:00,36.5,63.0,28.0,0.26,3.0,0.0,2,28.0,82,4,2024-01-05,21:00:00
2024-01-05 22:00:00,28.2,49.0,23.0,0.27,5.0,0.0,2,27.0,86,352,2024-01-05,22:00:00
2024-01-05 23:00:00,21.9,39.0,27.0,0.26,2.0,0.0,2,28.0,86,37,2024-01-05,23:00:00
2024-01-06 00:00:00,22.6,40.0,30.0,0.26,1.0,0.0,3,28.0,84,57,2024-01-06,00:00:00
2024-01-06 01:00:00,25.8,44.0,29.0,0.27,1.0,0.0,2,27.0,86,25,2024-01-06,01:00:00
2024-01-06 02:00:00,24.3,43.0,29.0,0.27,1.0,0.0,3,27.0,88,3,2024-01-06,02:00:00
2024-01-06 03:00:00,25.5,44.0,32.0,0.28,1.0,0.0,3,27.0,88,14,2024-01-06,03:00:00
2024-01-06 04:00:00,24.4,41.0,35.0,0.3,2.17,0.0,3,27.0,87,21,2024-01-06,04:00:00
2024-01-06 05:00:00,27.1,47.0,38.0,0.2,1.0,0.15,3,27.0,87,25,2024-01-06,05:00:00
2024-01-06 06:00:00,38.6,48.0,23.52,0.34,2.0,0.0,3,27.0,86,27,2024-01-06,06:00:00
2024-01-06 07:00:00,32.9,56.0,40.0,0.34,2.0,0.0,3,28.0,84,25,2024-01-06,07:00:00
2024-01-06 08:00:00,34.6,61.0,40.0,0.29,2.0,0.0,3,29.0,78,38,2024-01-06,08:00:00
2024-01-06 09:00:00,33.7,61.0,44.0,0.21,1.0,0.0,5,32.0,69,49,2024-01-06,09:00:00
2024-01-06 10:00:00,25.2,48.0,46.0,0.21,1.0,0.0,6,33.0,63,51,2024-01-06,10:00:00
2024-01-06 11:00:00,22.4,41.0,52.0,0.22,1.0,1.0,6,35.0,57,59,2024-01-06,11:00:00
2024-01-06 12:00:00,23.8,44.0,49.0,0.21,1.0,0.0,6,35.0,55,67,2024-01-06,12:00:00
2024-01-06 13:00:00,21.9,41.0,44.0,0.18,1.0,0.0,5,35.0,57,69,2024-01-06,13:00:00
2024-01-06 14:00:00,19.3,38.0,41.0,0.19,1.0,0.0,6,34.0,62,49,2024-01-06,14:00:00
2024-01-06 15:00:00,17.6,31.0,36.0,0.2,2.0,0.0,4,29.0,80,50,2024-01-06,15:00:00
2024-01-06 16:00:00,20.6,35.0,33.0,0.24,2.0,0.0,3,31.0,75,62,2024-01-06,16:00:00
2024-01-06 17:00:00,24.3,43.0,35.0,0.3,2.0,0.0,3,31.0,74,72,2024-01-06,17:00:00
2024-01-06 18:00:00,22.8,39.0,34.0,0.32,3.0,0.0,3,30.0,76,57,2024-01-06,18:00:00
2024-01-06 19:00:00,23.8,40.0,34.0,0.3,2.0,0.0,2,29.0,79,45,2024-01-06,19:00:00
2024-01-06 20:00:00,28.4,48.0,34.0,0.29,2.0,0.0,2,29.0,80,36,2024-01-06,20:00:00
2024-01-06 21:00:00,25.5,43.0,32.0,0.28,2.0,0.0,2,28.0,83,18,2024-01-06,21:00:00
2024-01-06 22:00:00,21.2,34.0,28.0,0.26,2.0,0.0,1,28.0,84,2,2024-01-06,22:00:00
2024-01-06 23:00:00,16.7,29.0,20.0,0.3,6.0,0.0,2,27.0,87,352,2024-01-06,23:00:00
2024-01-07 00:00:00,13.9,25.0,17.0,0.4,5.0,0.0,2,27.0,89,345,2024-01-07,00:00:00
2024-01-07 01:00:00,12.1,22.0,10.0,0.57,8.0,0.0,1,26.0,92,334,2024-01-07,01:00:00
2024-01-07 02:00:00,20.3,36.0,10.0,0.62,6.0,0.0,1,26.0,93,351,2024-01-07,02:00:00
2024-01-07 03:00:00,19.1,34.0,10.0,0.75,2.17,0.0,1,26.0,94,331,2024-01-07,03:00:00
2024-01-07 04:00:00,25.3,46.0,9.0,0.2,5.0,0.15,1,26.0,94,333,2024-01-07,04:00:00
2024-01-07 05:00:00,38.4,48.0,23.52,0.45,6.0,0.0,1,26.0,95,328,2024-01-07,05:00:00
2024-01-07 06:00:00,27.2,49.0,7.0,0.53,6.0,0.0,1,26.0,95,7,2024-01-07,06:00:00
2024-01-07 08:00:00,16.23,33.71,13.0,0.21,4.0,0.0,1,28.0,88,53,2024-01-07,08:00:00
2024-01-07 09:00:00,30.4,54.0,21.0,0.21,2.0,0.0,2,31.0,79,38,2024-01-07,09:00:00
2024-01-07 10:00:00,23.8,40.0,30.0,0.19,1.0,0.0,2,32.0,71,42,2024-01-07,10:00:00
2024-01-07 11:00:00,16.7,32.0,29.0,0.19,1.0,0.0,4,30.0,79,38,2024-01-07,11:00:00
2024-01-07 12:00:00,14.1,27.0,25.0,0.16,1.0,0.0,3,30.0,81,29,2024-01-07,12:00:00
2024-01-07 13:00:00,12.1,24.0,24.0,0.15,1.0,0.0,3,30.0,79,35,2024-01-07,13:00:00
2024-01-07 14:00:00,12.1,21.0,18.0,0.14,3.0,0.0,2,29.0,85,64,2024-01-07,14:00:00
2024-01-07 15:00:00,9.8,20.0,21.0,0.12,1.0,0.0,3,29.0,84,48,2024-01-07,15:00:00
2024-01-07 16:00:00,9.4,19.0,20.0,0.15,2.0,0.0,3,29.0,84,38,2024-01-07,16:00:00
2024-01-07 17:00:00,8.2,18.0,20.0,0.21,2.0,0.0,4,29.0,82,44,2024-01-07,17:00:00
2024-01-07 18:00:00,10.3,22.0,19.0,0.22,2.0,0.0,4,29.0,82,50,2024-01-07,18:00:00
2024-01-07 19:00:00,14.9,28.0,20.0,0.21,2.0,0.0,3,28.0,83,43,2024-01-07,19:00:00
2024-01-07 20:00:00,19.3,37.0,22.0,0.22,2.0,0.0,3,28.0,83,45,2024-01-07,20:00:00
2024-01-07 21:00:00,22.5,42.0,23.0,0.23,2.0,0.0,3,28.0,83,48,2024-01-07,21:00:00
2024-01-07 22:00:00,18.3,34.0,24.0,0.22,2.0,0.0,3,28.0,85,42,2024-01-07,22:00:00
2024-01-07 23:00:00,16.0,28.0,27.0,0.24,1.0,0.0,3,28.0,85,36,2024-01-07,23:00:00
2024-01-08 00:00:00,16.0,29.0,27.0,0.23,1.0,0.0,3,28.0,85,26,2024-01-08,00:00:00
2024-01-08 01:00:00,16.0,29.0,23.0,0.21,1.0,0.0,3,28.0,84,24,2024-01-08,01:00:00
2024-01-08 02:00:00,17.2,32.0,22.0,0.21,2.17,0.0,3,28.0,84,22,2024-01-08,02:00:00
2024-01-08 03:00:00,17.5,34.0,22.0,0.2,1.0,0.15,4,28.0,84,46,2024-01-08,03:00:00
2024-01-08 04:00:00,26.3,49.0,23.52,0.22,1.0,0.0,3,28.0,85,46,2024-01-08,04:00:00
2024-01-08 05:00:00,20.5,39.0,20.0,0.22,1.0,0.0,3,27.0,86,40,2024-01-08,05:00:00
2024-01-08 06:00:00,25.4,46.0,20.0,0.22,2.0,0.0,2,27.0,85,27,2024-01-08,06:00:00
2024-01-08 07:00:00,23.6,42.0,18.0,0.23,3.0,0.0,2,28.0,83,27,2024-01-08,07:00:00
2024-01-08 08:00:00,26.4,51.0,21.0,0.23,2.0,0.0,4,31.0,74,53,2024-01-08,08:00:00
2024-01-08 09:00:00,28.3,55.0,26.0,0.22,1.0,0.0,5,32.0,70,50,2024-01-08,09:00:00
2024-01-08 10:00:00,23.0,44.0,22.0,0.23,1.0,0.0,3,33.0,69,51,2024-01-08,10:00:00
2024-01-08 11:00:00,17.5,35.0,23.0,0.2,1.0,0.0,4,33.0,66,54,2024-01-08,11:00:00
2024-01-08 12:00:00,13.6,30.0,23.0,0.21,1.0,0.0,5,33.0,66,72,2024-01-08,12:00:00
2024-01-08 13:00:00,11.5,26.0,23.0,0.2,1.0,0.0,5,33.0,67,73,2024-01-08,13:00:00
2024-01-08 14:00:00,9.7,24.0,22.0,0.19,1.0,0.0,5,34.0,61,73,2024-01-08,14:00:00
2024-01-08 15:00:00,8.2,21.0,22.0,0.19,1.0,0.0,5,34.0,60,73,2024-01-08,15:00:00
2024-01-08 16:00:00,7.2,19.0,21.0,0.16,1.0,0.0,5,33.0,62,62,2024-01-08,16:00:00
2024-01-08 17:00:00,7.4,18.0,19.0,0.06,2.0,0.0,4,32.0,67,57,2024-01-08,17:00:00
2024-01-08 18:00:00,7.2,17.0,19.0,0.06,1.0,0.0,4,30.0,71,55,2024-01-08,18:00:00
2024-01-08 19:00:00,9.3,20.0,18.0,0.06,2.0,0.0,3,29.0,77,55,2024-01-08,19:00:00
2024-01-08 20:00:00,26.2,49.0,17.0,0.07,2.0,0.0,3,29.0,81,51,2024-01-08,20:00:00
2024-01-08 21:00:00,22.0,41.0,16.0,0.06,1.0,0.0,2,28.0,82,40,2024-01-08,21:00:00
2024-01-08 22:00:00,17.2,34.0,16.0,0.05,1.0,0.0,3,28.0,83,34,2024-01-08,22:00:00
2024-01-08 23:00:00,15.1,28.0,16.0,0.05,1.0,0.0,2,28.0,83,36,2024-01-08,23:00:00
2024-01-09 00:00:00,14.2,25.0,15.0,0.07,1.0,0.0,1,28.0,85,345,2024-01-09,00:00:00
2024-01-09 01:00:00,13.7,27.0,18.0,0.13,2.17,0.0,3,28.0,84,37,2024-01-09,01:00:00
2024-01-09 02:00:00,17.2,31.0,18.0,0.2,1.0,0.15,2,28.0,85,25,2024-01-09,02:00:00
2024-01-09 03:00:00,19.7,39.0,23.52,0.16,1.0,0.0,4,27.0,86,23,2024-01-09,03:00:00
2024-01-09 04:00:00,16.8,32.0,17.0,0.15,1.0,0.0,3,27.0,85,15,2024-01-09,04:00:00
2024-01-09 05:00:00,19.3,34.0,16.0,0.14,3.0,0.0,1,27.0,87,357,2024-01-09,05:00:00
2024-01-09 06:00:00,24.3,44.0,15.0,0.15,3.0,0.0,2,27.0,88,8,2024-01-09,06:00:00
2024-01-09 07:00:00,22.7,42.0,17.0,0.19,3.0,0.0,2,28.0,85,28,2024-01-09,07:00:00
2024-01-09 08:00:00,26.2,48.0,23.0,0.18,2.0,0.0,3,31.0,76,39,2024-01-09,08:00:00
2024-01-09 09:00:00,26.5,50.0,25.0,0.17,1.0,0.0,4,33.0,67,54,2024-01-09,09:00:00
2024-01-09 10:00:00,20.6,39.0,29.0,0.18,1.0,0.0,4,34.0,64,62,2024-01-09,10:00:00
2024-01-09 11:00:00,18.4,34.0,33.0,0.19,1.0,0.0,4,35.0,60,60,2024-01-09,11:00:00
2024-01-09 12:00:00,16.7,33.0,32.0,0.18,1.0,0.0,5,35.0,58,74,2024-01-09,12:00:00
2024-01-09 13:00:00,15.4,29.0,32.0,0.18,1.0,0.0,4,35.0,57,74,2024-01-09,13:00:00
2024-01-09 14:00:00,15.7,31.0,32.0,0.17,1.0,0.0,4,35.0,56,60,2024-01-09,14:00:00
2024-01-09 15:00:00,16.2,31.0,30.0,0.18,1.0,0.0,4,35.0,58,44,2024-01-09,15:00:00
2024-01-09 16:00:00,13.4,26.0,27.0,0.17,1.0,0.0,4,33.0,65,20,2024-01-09,16:00:00
2024-01-09 17:00:00,11.3,23.0,23.0,0.18,2.0,0.0,4,31.0,74,27,2024-01-09,17:00:00
2024-01-09 18:00:00,12.8,24.0,19.0,0.19,2.0,0.0,3,29.0,80,41,2024-01-09,18:00:00
2024-01-09 19:00:00,19.7,35.0,16.0,0.16,2.0,0.0,2,29.0,82,46,2024-01-09,19:00:00
2024-01-09 20:00:00,16.9,32.0,16.0,0.15,1.0,0.0,3,29.0,83,30,2024-01-09,20:00:00
2024-01-09 21:00:00,16.0,29.0,14.0,0.17,3.0,0.0,2,28.0,85,354,2024-01-09,21:00:00
2024-01-09 22:00:00,13.4,25.0,9.0,0.4,6.0,0.0,2,27.0,88,343,2024-01-09,22:00:00
2024-01-09 23:00:00,11.5,22.0,7.0,0.36,6.0,0.0,2,26.0,91,332,2024-01-09,23:00:00
2024-01-10 00:00:00,10.4,20.0,7.0,0.36,2.17,0.0,2,26.0,92,336,2024-01-10,00:00:00
2024-01-10 01:00:00,9.9,18.0,10.0,0.2,4.0,0.15,2,26.0,93,339,2024-01-10,01:00:00
2024-01-10 02:00:00,9.1,18.0,23.52,0.3,4.0,0.0,2,26.0,94,341,2024-01-10,02:00:00
2024-01-10 03:00:00,14.5,26.0,8.0,0.38,5.0,0.0,1,26.0,94,330,2024-01-10,03:00:00
2024-01-10 04:00:00,13.7,25.0,6.0,0.3,5.0,0.0,1,26.0,94,337,2024-01-10,04:00:00
2024-01-10 05:00:00,12.7,22.0,2.0,0.35,7.0,0.0,0,26.0,95,300,2024-01-10,05:00:00
2024-01-10 06:00:00,12.8,24.0,3.0,0.36,6.0,0.0,1,26.0,95,320,2024-01-10,06:00:00
2024-01-10 07:00:00,18.1,33.0,4.0,0.46,7.0,0.0,1,26.0,94,296,2024-01-10,07:00:00
2024-01-10 08:00:00,21.6,39.0,2.0,0.54,8.0,0.0,1,27.0,91,267,2024-01-10,08:00:00
2024-01-10 09:00:00,26.6,48.0,6.0,0.48,8.0,0.0,1,28.0,88,87,2024-01-10,09:00:00
2024-01-10 10:00:00,20.8,39.0,16.0,0.26,2.0,0.0,2,30.0,83,37,2024-01-10,10:00:00
2024-01-10 11:00:00,16.3,33.0,18.0,0.21,1.0,0.0,4,34.0,65,44,2024-01-10,11:00:00
2024-01-10 12:00:00,13.0,29.0,17.0,0.19,1.0,0.0,4,35.0,60,55,2024-01-10,12:00:00
2024-01-10 13:00:00,14.0,31.0,17.0,0.16,1.0,0.0,5,35.0,60,75,2024-01-10,13:00:00
2024-01-10 14:00:00,11.4,27.0,16.0,0.17,1.0,0.0,5,35.0,58,70,2024-01-10,14:00:00
2024-01-10 15:00:00,9.6,24.0,15.0,0.16,1.0,0.0,5,35.0,57,67,2024-01-10,15:00:00
2024-01-10 16:00:00,9.0,22.0,16.0,0.13,2.0,0.0,5,34.0,59,73,2024-01-10,16:00:00
2024-01-10 17:00:00,9.3,21.0,18.0,0.06,3.0,0.0,4,32.0,64,62,2024-01-10,17:00:00
2024-01-10 18:00:00,9.0,19.0,16.0,0.09,3.0,1.0,3,31.0,71,60,2024-01-10,18:00:00
2024-01-10 19:00:00,14.0,29.0,15.0,0.08,2.0,1.0,4,30.0,76,51,2024-01-10,19:00:00
2024-01-10 20:00:00,18.3,36.0,14.0,0.07,2.0,1.0,3,29.0,79,53,2024-01-10,20:00:00
2024-01-10 21:00:00,17.8,34.0,12.0,0.06,2.0,1.0,3,29.0,81,44,2024-01-10,21:00:00
