DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,Date,Time
2024-01-20 14:00:00,19.0,32.0,43.0,0.2,2.0,0.15,3,36.0,51,51,2024-01-20,14:00:00
2024-01-20 15:00:00,17.9,29.0,23.52,0.26,2.0,0.0,3,35.0,52,62,2024-01-20,15:00:00
2024-01-20 16:00:00,17.0,27.0,46.0,0.24,2.0,0.0,3,35.0,53,67,2024-01-20,16:00:00
2024-01-20 17:00:00,18.5,30.0,44.0,0.26,3.0,1.0,3,33.0,58,70,2024-01-20,17:00:00
2024-01-20 18:00:00,18.6,30.0,40.0,0.27,3.0,0.0,3,32.0,64,70,2024-01-20,18:00:00
2024-01-20 19:00:00,22.6,37.0,33.0,0.29,4.0,0.0,2,30.0,71,45,2024-01-20,19:00:00
2024-01-20 20:00:00,27.2,46.0,30.0,0.27,4.0,0.0,2,29.0,76,4,2024-01-20,20:00:00
2024-01-20 21:00:00,32.6,56.0,26.0,0.25,3.0,0.0,2,28.0,80,58,2024-01-20,21:00:00
2024-01-20 22:00:00,26.4,45.0,24.0,0.24,4.0,0.0,1,28.0,83,20,2024-01-20,22:00:00
2024-01-20 23:00:00,20.5,36.0,21.0,0.22,4.0,0.0,2,27.0,86,18,2024-01-20,23:00:00
2024-01-21 00:00:00,17.8,30.0,23.0,0.23,2.0,0.0,2,27.0,87,50,2024-01-21,00:00:00
2024-01-21 01:00:00,19.6,32.0,21.0,0.3,2.0,0.0,1,27.0,88,61,2024-01-21,01:00:00
2024-01-21 02:00:00,19.0,33.0,11.0,0.33,4.0,0.0,1,26.0,91,305,2024-01-21,02:00:00
2024-01-21 03:00:00,24.1,43.0,7.0,0.42,4.0,0.0,1,25.0,94,310,2024-01-21,03:00:00
2024-01-21 04:00:00,19.3,35.0,5.0,0.5,5.0,0.0,1,25.0,95,281,2024-01-21,04:00:00
2024-01-21 05:00:00,24.9,45.0,2.0,0.56,5.0,0.0,1,25.0,96,296,2024-01-21,05:00:00
2024-01-21 06:00:00,21.8,39.0,1.0,0.56,5.0,0.0,0,24.0,97,270,2024-01-21,06:00:00
2024-01-21 07:00:00,24.9,46.0,1.0,0.52,5.0,0.0,1,25.0,96,301,2024-01-21,07:00:00
2024-01-21 08:00:00,30.0,54.0,6.0,0.55,5.0,0.0,1,27.0,91,262,2024-01-21,08:00:00
2024-01-21 09:00:00,33.9,59.0,17.0,0.5,5.0,0.0,1,30.0,80,8,2024-01-21,09:00:00
2024-01-21 10:00:00,24.5,46.0,29.0,0.22,1.0,0.0,4,34.0,62,53,2024-01-21,10:00:00
2024-01-21 11:00:00,21.0,37.0,31.0,0.21,1.0,0.0,3,34.0,60,74,2024-01-21,11:00:00
2024-01-21 12:00:00,17.8,30.0,33.0,0.22,2.17,0.0,3,34.0,60,62,2024-01-21,12:00:00
2024-01-21 13:00:00,16.3,26.0,36.0,0.2,1.0,0.15,2,36.0,53,23,2024-01-21,13:00:00
2024-01-21 14:00:00,15.1,25.0,23.52,0.25,2.0,0.0,3,35.0,55,68,2024-01-21,14:00:00
2024-01-21 15:00:00,12.4,23.0,35.0,0.23,1.0,0.0,4,33.0,60,78,2024-01-21,15:00:00
2024-01-21 16:00:00,13.6,25.0,35.0,0.23,2.0,0.0,3,33.0,64,70,2024-01-21,16:00:00
2024-01-21 17:00:00,17.7,29.0,19.0,0.26,7.0,0.0,1,28.0,85,330,2024-01-21,17:00:00
2024-01-21 18:00:00,20.5,37.0,10.0,0.32,10.0,0.0,1,28.0,88,283,2024-01-21,18:00:00
2024-01-21 19:00:00,21.9,38.0,20.0,0.28,5.0,0.0,2,28.0,86,31,2024-01-21,19:00:00
2024-01-21 20:00:00,23.5,40.0,20.0,0.28,5.0,0.0,1,28.0,84,2,2024-01-21,20:00:00
2024-01-21 21:00:00,22.1,39.0,23.0,0.26,3.0,0.0,2,27.0,86,32,2024-01-21,21:00:00
2024-01-21 22:00:00,18.7,32.0,24.0,0.24,2.0,0.0,2,27.0,86,46,2024-01-21,22:00:00
2024-01-21 23:00:00,15.6,28.0,24.0,0.23,1.0,0.0,3,27.0,86,50,2024-01-21,23:00:00
2024-01-22 00:00:00,15.6,24.0,24.0,0.22,2.0,0.0,1,27.0,86,20,2024-01-22,00:00:00
2024-01-22 01:00:00,14.1,23.0,22.0,0.22,2.0,0.0,1,27.0,87,12,2024-01-22,01:00:00
2024-01-22 02:00:00,14.5,25.0,21.0,0.21,3.0,0.0,2,26.0,88,10,2024-01-22,02:00:00
2024-01-22 03:00:00,21.1,35.0,17.0,0.24,5.0,0.0,0,26.0,89,252,2024-01-22,03:00:00
2024-01-22 04:00:00,22.8,41.0,6.0,0.31,8.0,0.0,1,25.0,94,295,2024-01-22,04:00:00
2024-01-22 05:00:00,20.7,37.0,4.0,0.47,7.0,0.0,1,25.0,96,272,2024-01-22,05:00:00
2024-01-22 06:00:00,21.0,38.0,2.0,0.42,7.0,0.0,0,25.0,96,303,2024-01-22,06:00:00
2024-01-22 07:00:00,25.2,47.0,2.0,0.46,10.0,0.0,1,25.0,95,356,2024-01-22,07:00:00
2024-01-22 08:00:00,27.3,49.0,5.0,0.5,11.0,0.0,1,29.0,85,179,2024-01-22,08:00:00
2024-01-22 09:00:00,32.1,57.0,30.0,0.33,3.0,0.0,3,32.0,71,72,2024-01-22,09:00:00
2024-01-22 10:00:00,34.7,48.0,38.0,0.2,3.0,0.15,3,33.0,60,77,2024-01-22,10:00:00
2024-01-22 11:00:00,22.3,41.0,24.0,0.3,2.17,0.0,3,35.0,56,59,2024-01-22,11:00:00
2024-01-22 12:00:00,23.0,42.0,27.0,0.2,1.0,0.15,3,36.0,52,52,2024-01-22,12:00:00
2024-01-22 13:00:00,33.0,41.0,23.52,0.29,2.0,0.0,3,37.0,51,64,2024-01-22,13:00:00
2024-01-22 14:00:00,16.5,34.0,25.0,0.29,2.0,0.0,5,34.0,58,58,2024-01-22,14:00:00
2024-01-22 15:00:00,19.3,42.0,19.0,0.25,2.0,0.0,5,33.0,63,64,2024-01-22,15:00:00
2024-01-22 16:00:00,15.0,34.0,16.0,0.2,2.0,0.0,5,30.0,71,61,2024-01-22,16:00:00
2024-01-22 17:00:00,13.6,29.0,13.0,0.14,4.0,0.0,3,30.0,73,72,2024-01-22,17:00:00
2024-01-22 18:00:00,12.3,24.0,16.0,0.16,3.0,0.0,3,29.0,75,59,2024-01-22,18:00:00
2024-01-22 19:00:00,9.6,22.0,13.0,0.13,2.0,0.0,4,28.0,79,66,2024-01-22,19:00:00
2024-01-22 20:00:00,10.5,20.0,12.0,0.11,2.0,0.0,2,28.0,81,29,2024-01-22,20:00:00
2024-01-22 21:00:00,9.6,18.0,13.0,0.11,2.0,0.0,2,27.0,82,40,2024-01-22,21:00:00
2024-01-22 22:00:00,8.2,17.0,13.0,0.11,2.0,0.0,3,27.0,85,51,2024-01-22,22:00:00
2024-01-22 23:00:00,7.9,17.0,13.0,0.1,2.0,0.0,3,27.0,87,41,2024-01-22,23:00:00
2024-01-23 00:00:00,8.4,16.0,12.0,0.13,2.0,0.0,2,26.0,90,29,2024-01-23,00:00:00
2024-01-23 01:00:00,7.5,16.0,11.0,0.23,1.0,0.0,2,26.0,90,66,2024-01-23,01:00:00
2024-01-23 02:00:00,8.8,18.0,8.0,0.23,2.0,0.0,1,26.0,93,35,2024-01-23,02:00:00
2024-01-23 03:00:00,8.9,18.0,9.0,0.19,2.0,0.0,1,25.0,94,3,2024-01-23,03:00:00
2024-01-23 04:00:00,8.7,16.0,7.0,0.18,4.0,0.0,1,25.0,96,349,2024-01-23,04:00:00
2024-01-23 05:00:00,8.3,15.0,5.0,0.22,4.0,0.0,1,25.0,96,266,2024-01-23,05:00:00
2024-01-23 06:00:00,7.9,15.0,3.0,0.34,4.0,0.0,1,25.0,97,315,2024-01-23,06:00:00
2024-01-23 07:00:00,7.3,15.0,1.0,0.36,8.0,0.0,1,25.0,96,328,2024-01-23,07:00:00
2024-01-23 08:00:00,7.1,15.0,4.0,0.28,6.0,0.0,2,26.0,91,15,2024-01-23,08:00:00
2024-01-23 09:00:00,6.1,16.0,12.0,0.21,2.0,0.0,4,28.0,83,47,2024-01-23,09:00:00
2024-01-23 10:00:00,6.3,16.0,13.0,0.23,2.17,0.0,3,30.0,77,37,2024-01-23,10:00:00
2024-01-23 11:00:00,5.2,15.0,16.0,0.2,1.0,0.15,5,31.0,72,38,2024-01-23,11:00:00
2024-01-23 12:00:00,16.8,27.0,23.52,0.23,1.0,0.0,5,30.0,72,26,2024-01-23,12:00:00
2024-01-23 13:00:00,6.1,16.0,17.0,0.23,1.0,0.0,4,30.0,74,40,2024-01-23,13:00:00
2024-01-23 14:00:00,6.4,15.0,19.0,0.23,2.0,0.0,4,31.0,72,46,2024-01-23,14:00:00
2024-01-23 15:00:00,6.4,15.0,21.0,0.23,2.0,0.0,4,30.0,74,52,2024-01-23,15:00:00
2024-01-23 16:00:00,7.6,15.0,21.0,0.24,2.0,0.0,3,31.0,71,40,2024-01-23,16:00:00
2024-01-23 17:00:00,9.2,18.0,23.0,0.25,3.0,0.0,2,30.0,72,43,2024-01-23,17:00:00
2024-01-23 18:00:00,8.2,15.0,20.0,0.26,3.0,0.0,3,29.0,76,35,2024-01-23,18:00:00
2024-01-23 19:00:00,8.4,17.0,19.0,0.25,2.0,0.0,2,29.0,80,43,2024-01-23,19:00:00
2024-01-23 20:00:00,9.2,18.0,19.0,0.23,2.0,0.0,3,28.0,82,43,2024-01-23,20:00:00
2024-01-23 21:00:00,7.9,16.0,20.0,0.21,1.0,0.0,3,28.0,81,30,2024-01-23,21:00:00
2024-01-23 22:00:00,8.2,18.0,19.0,0.21,1.0,0.0,3,28.0,82,32,2024-01-23,22:00:00
2024-01-23 23:00:00,7.4,16.0,20.0,0.21,1.0,1.0,3,28.0,82,42,2024-01-23,23:00:00
2024-01-24 00:00:00,9.0,18.0,19.0,0.21,1.0,0.0,2,28.0,84,30,2024-01-24,00:00:00
2024-01-24 01:00:00,7.8,16.0,23.0,0.22,1.0,0.0,3,28.0,82,49,2024-01-24,01:00:00
2024-01-24 02:00:00,7.5,14.0,26.0,0.22,1.0,0.0,4,27.0,81,43,2024-01-24,02:00:00
2024-01-24 03:00:00,8.3,16.0,20.0,0.22,1.0,0.0,3,27.0,88,18,2024-01-24,03:00:00
2024-01-24 04:00:00,8.7,16.0,16.0,0.23,2.0,0.0,2,27.0,88,17,2024-01-24,04:00:00
2024-01-24 05:00:00,8.7,16.0,15.0,0.21,2.0,0.0,2,27.0,87,27,2024-01-24,05:00:00
2024-01-24 06:00:00,9.7,18.0,12.0,0.22,3.0,0.0,2,27.0,89,6,2024-01-24,06:00:00
2024-01-24 07:00:00,8.9,19.0,14.0,0.24,3.0,0.0,3,28.0,86,38,2024-01-24,07:00:00
2024-01-24 08:00:00,12.1,26.0,17.0,0.22,2.0,0.0,4,29.0,81,50,2024-01-24,08:00:00
2024-01-24 09:00:00,14.4,31.0,19.0,0.22,2.17,0.0,5,30.0,75,52,2024-01-24,09:00:00
2024-01-24 10:00:00,12.8,28.0,20.0,0.2,1.0,0.15,4,32.0,68,68,2024-01-24,10:00:00
2024-01-24 11:00:00,17.8,34.0,23.52,0.24,1.0,0.0,5,33.0,64,64,2024-01-24,11:00:00
2024-01-24 12:00:00,7.9,21.0,22.0,0.23,1.0,0.0,6,33.0,64,66,2024-01-24,12:00:00
2024-01-24 13:00:00,6.6,21.0,23.0,0.22,1.0,0.0,7,34.0,58,62,2024-01-24,13:00:00
2024-01-24 14:00:00,6.1,20.0,22.0,0.21,1.0,0.0,6,35.0,55,62,2024-01-24,14:00:00
2024-01-24 15:00:00,6.6,21.0,21.0,0.21,1.0,0.0,6,34.0,55,61,2024-01-24,15:00:00
2024-01-24 16:00:00,6.3,19.0,22.0,0.23,2.0,0.0,6,33.0,61,59,2024-01-24,16:00:00
2024-01-24 17:00:00,6.0,18.0,19.0,0.21,2.0,0.0,6,31.0,68,61,2024-01-24,17:00:00
2024-01-24 18:00:00,7.9,23.0,19.0,0.24,2.0,0.0,6,29.0,77,59,2024-01-24,18:00:00
2024-01-24 19:00:00,30.8,62.0,19.0,0.2,1.0,0.0,5,28.0,81,50,2024-01-24,19:00:00
2024-01-24 20:00:00,26.4,53.0,20.0,0.19,1.0,0.0,4,28.0,82,51,2024-01-24,20:00:00
2024-01-24 21:00:00,20.9,42.0,21.0,0.18,1.0,0.0,4,28.0,81,53,2024-01-24,21:00:00
2024-01-24 22:00:00,16.6,34.0,22.0,0.19,1.0,1.0,4,28.0,81,46,2024-01-24,22:00:00
2024-01-24 23:00:00,13.3,28.0,22.0,0.18,1.0,1.0,5,28.0,84,44,2024-01-24,23:00:00
2024-01-25 00:00:00,11.8,24.0,23.0,0.19,1.0,0.0,4,28.0,83,49,2024-01-25,00:00:00
2024-01-25 01:00:00,12.3,25.0,23.0,0.19,1.0,0.0,4,28.0,82,54,2024-01-25,01:00:00
2024-01-25 02:00:00,16.3,33.0,24.0,0.18,1.0,0.0,4,28.0,81,58,2024-01-25,02:00:00
2024-01-25 03:00:00,16.9,34.0,24.0,0.19,1.0,0.0,4,28.0,82,60,2024-01-25,03:00:00
2024-01-25 04:00:00,17.6,37.0,23.0,0.17,1.0,0.0,5,28.0,81,61,2024-01-25,04:00:00
2024-01-25 05:00:00,14.9,30.0,23.0,0.17,1.0,0.0,4,27.0,82,57,2024-01-25,05:00:00
2024-01-25 06:00:00,18.4,35.0,22.0,0.19,1.0,0.0,3,26.0,90,61,2024-01-25,06:00:00
2024-01-25 07:00:00,14.2,29.0,21.0,0.21,3.0,0.0,4,27.0,88,46,2024-01-25,07:00:00
2024-01-25 08:00:00,13.1,25.0,22.0,0.22,2.17,0.0,3,28.0,84,51,2024-01-25,08:00:00
2024-01-25 09:00:00,14.8,29.0,23.0,0.2,2.0,0.15,4,29.0,83,46,2024-01-25,09:00:00
2024-01-25 10:00:00,15.4,24.0,23.52,0.22,2.0,0.0,4,29.0,82,65,2024-01-25,10:00:00
2024-01-25 11:00:00,10.5,22.0,24.0,0.23,2.0,0.0,4,27.0,90,73,2024-01-25,11:00:00
2024-01-25 12:00:00,10.1,20.0,24.0,0.24,3.0,1.0,3,27.0,93,57,2024-01-25,12:00:00
2024-01-25 13:00:00,8.4,18.0,26.0,0.23,1.0,1.0,4,29.0,86,44,2024-01-25,13:00:00
2024-01-25 14:00:00,6.1,17.0,28.0,0.2,1.0,1.0,6,32.0,72,63,2024-01-25,14:00:00
2024-01-25 15:00:00,5.8,17.0,32.0,0.22,1.0,1.0,6,32.0,71,62,2024-01-25,15:00:00
2024-01-25 16:00:00,5.5,17.0,30.0,0.22,1.0,1.0,6,32.0,70,63,2024-01-25,16:00:00
2024-01-25 17:00:00,5.8,16.0,30.0,0.24,2.0,1.0,6,30.0,74,63,2024-01-25,17:00:00
2024-01-25 18:00:00,7.8,16.0,28.0,0.25,1.0,0.0,4,29.0,78,59,2024-01-25,18:00:00
2024-01-25 19:00:00,10.2,23.0,30.0,0.25,1.0,0.0,5,28.0,80,59,2024-01-25,19:00:00
2024-01-25 20:00:00,11.4,22.0,31.0,0.26,1.0,0.0,4,28.0,83,61,2024-01-25,20:00:00
2024-01-25 21:00:00,15.5,29.0,29.0,0.25,1.0,1.0,4,28.0,85,50,2024-01-25,21:00:00
2024-01-25 22:00:00,13.8,24.0,30.0,0.25,1.0,1.0,3,28.0,83,62,2024-01-25,22:00:00
2024-01-25 23:00:00,11.1,22.0,31.0,0.26,1.0,1.0,4,28.0,82,62,2024-01-25,23:00:00
2024-01-26 00:00:00,11.9,24.0,32.0,0.24,1.0,0.0,5,28.0,81,59,2024-01-26,00:00:00
2024-01-26 01:00:00,14.7,29.0,32.0,0.25,1.0,0.0,5,28.0,81,60,2024-01-26,01:00:00
2024-01-26 02:00:00,18.6,35.0,33.0,0.24,1.0,0.0,4,28.0,81,61,2024-01-26,02:00:00
2024-01-26 03:00:00,20.1,39.0,34.0,0.25,1.0,0.0,5,28.0,80,54,2024-01-26,03:00:00
2024-01-26 04:00:00,20.9,42.0,33.0,0.24,1.0,0.0,5,28.0,81,56,2024-01-26,04:00:00
2024-01-26 05:00:00,23.7,47.0,33.0,0.25,1.0,0.0,6,28.0,81,59,2024-01-26,05:00:00
2024-01-26 06:00:00,24.6,48.0,32.0,0.25,1.0,0.0,5,28.0,80,59,2024-01-26,06:00:00
2024-01-26 07:00:00,21.3,41.0,31.0,0.26,2.17,1.0,5,29.0,76,57,2024-01-26,07:00:00
2024-01-26 08:00:00,20.9,41.0,31.0,0.2,2.0,0.15,5,31.0,68,62,2024-01-26,08:00:00
2024-01-26 09:00:00,21.4,33.0,23.52,0.28,1.0,0.0,6,32.0,64,64,2024-01-26,09:00:00
2024-01-26 10:00:00,11.0,28.0,33.0,0.26,1.0,0.0,7,33.0,64,62,2024-01-26,10:00:00
2024-01-26 11:00:00,9.1,24.0,32.0,0.29,1.0,0.0,7,32.0,66,60,2024-01-26,11:00:00
2024-01-26 12:00:00,7.9,22.0,32.0,0.26,1.0,0.0,7,33.0,67,66,2024-01-26,12:00:00
2024-01-26 13:00:00,8.6,20.0,31.0,0.26,1.0,0.0,5,32.0,69,55,2024-01-26,13:00:00
2024-01-26 14:00:00,8.1,19.0,34.0,0.27,1.0,0.0,6,31.0,69,64,2024-01-26,14:00:00
2024-01-26 15:00:00,8.1,18.0,31.0,0.27,1.0,0.0,5,31.0,71,53,2024-01-26,15:00:00
2024-01-26 16:00:00,8.0,20.0,32.0,0.24,1.0,0.0,6,32.0,67,53,2024-01-26,16:00:00
2024-01-26 17:00:00,11.4,24.0,34.0,0.18,1.0,0.0,5,31.0,69,50,2024-01-26,17:00:00
2024-01-26 18:00:00,11.0,23.0,33.0,0.17,1.0,0.0,5,29.0,75,46,2024-01-26,18:00:00
2024-01-26 19:00:00,37.5,72.0,30.0,0.16,1.0,0.0,5,29.0,78,49,2024-01-26,19:00:00
2024-01-26 20:00:00,37.1,70.0,29.0,0.15,1.0,0.0,5,28.0,79,49,2024-01-26,20:00:00
2024-01-26 21:00:00,37.6,70.0,29.0,0.15,1.0,0.0,4,28.0,80,48,2024-01-26,21:00:00
2024-01-26 22:00:00,27.4,51.0,28.0,0.15,1.0,0.0,4,28.0,81,57,2024-01-26,22:00:00
2024-01-26 23:00:00,20.6,40.0,29.0,0.14,1.0,0.0,4,28.0,82,49,2024-01-26,23:00:00
2024-01-27 00:00:00,26.5,49.0,29.0,0.19,1.0,0.0,4,28.0,82,51,2024-01-27,00:00:00
2024-01-27 01:00:00,27.1,50.0,29.0,0.27,1.0,0.0,4,28.0,83,50,2024-01-27,01:00:00
2024-01-27 02:00:00,27.7,51.0,29.0,0.28,1.0,0.0,4,28.0,82,50,2024-01-27,02:00:00
2024-01-27 03:00:00,29.8,56.0,30.0,0.26,1.0,0.0,4,28.0,82,47,2024-01-27,03:00:00
2024-01-27 04:00:00,29.4,56.0,30.0,0.28,1.0,0.0,4,28.0,82,39,2024-01-27,04:00:00
2024-01-27 05:00:00,30.6,57.0,30.0,0.28,1.0,0.0,4,28.0,82,49,2024-01-27,05:00:00
2024-01-27 06:00:00,27.3,53.0,31.0,0.29,2.17,0.0,5,28.0,82,53,2024-01-27,06:00:00
2024-01-27 07:00:00,29.4,57.0,31.0,0.2,1.0,0.15,5,28.0,80,47,2024-01-27,07:00:00
2024-01-27 08:00:00,41.0,61.0,23.52,0.26,1.0,0.0,6,30.0,73,54,2024-01-27,08:00:00
2024-01-27 09:00:00,22.3,47.0,31.0,0.18,1.0,0.0,7,32.0,68,53,2024-01-27,09:00:00
2024-01-27 10:00:00,17.9,38.0,30.0,0.17,1.0,0.0,6,33.0,64,65,2024-01-27,10:00:00
2024-01-27 11:00:00,13.4,31.0,29.0,0.15,1.0,0.0,6,33.0,61,71,2024-01-27,11:00:00
2024-01-27 12:00:00,10.5,26.0,30.0,0.15,1.0,0.0,6,33.0,60,69,2024-01-27,12:00:00
2024-01-27 13:00:00,10.6,26.0,34.0,0.15,1.0,0.0,7,34.0,58,63,2024-01-27,13:00:00
2024-01-27 14:00:00,9.3,23.0,39.0,0.18,1.0,0.0,7,35.0,55,57,2024-01-27,14:00:00
2024-01-27 15:00:00,11.3,24.0,44.0,0.19,1.0,0.0,7,34.0,56,62,2024-01-27,15:00:00
2024-01-27 16:00:00,9.3,22.0,37.0,0.18,1.0,0.0,6,33.0,59,60,2024-01-27,16:00:00
2024-01-27 17:00:00,10.2,23.0,31.0,0.21,1.0,0.0,5,31.0,66,69,2024-01-27,17:00:00
2024-01-27 18:00:00,12.0,25.0,28.0,0.26,3.0,0.0,4,30.0,72,57,2024-01-27,18:00:00
2024-01-27 19:00:00,27.3,51.0,26.0,0.23,1.0,0.0,4,29.0,76,55,2024-01-27,19:00:00
2024-01-27 20:00:00,46.8,86.0,26.0,0.22,2.0,0.0,3,28.0,79,50,2024-01-27,20:00:00
2024-01-27 21:00:00,37.5,68.0,27.0,0.2,1.0,0.0,3,28.0,80,53,2024-01-27,21:00:00
2024-01-27 22:00:00,26.7,50.0,28.0,0.2,1.0,0.0,4,28.0,79,47,2024-01-27,22:00:00
2024-01-27 23:00:00,20.7,38.0,28.0,0.2,1.0,0.0,4,27.0,81,43,2024-01-27,23:00:00
2024-01-28 00:00:00,24.6,44.0,27.0,0.19,1.0,0.0,3,27.0,80,55,2024-01-28,00:00:00
2024-01-28 01:00:00,24.8,43.0,27.0,0.2,1.0,0.0,2,27.0,82,42,2024-01-28,01:00:00
2024-01-28 02:00:00,23.4,39.0,27.0,0.2,1.0,0.0,2,27.0,83,56,2024-01-28,02:00:00
2024-01-28 03:00:00,25.5,45.0,27.0,0.19,1.0,0.0,2,27.0,82,49,2024-01-28,03:00:00
2024-01-28 04:00:00,24.8,44.0,28.0,0.19,1.0,0.0,3,27.0,81,53,2024-01-28,04:00:00
2024-01-28 05:00:00,28.2,49.0,29.0,0.2,2.17,0.0,2,27.0,81,53,2024-01-28,05:00:00
2024-01-28 06:00:00,29.2,50.0,30.0,0.2,1.0,0.15,2,27.0,81,54,2024-01-28,06:00:00
2024-01-28 07:00:00,36.4,46.0,23.52,0.23,1.0,0.0,3,29.0,75,47,2024-01-28,07:00:00
2024-01-28 08:00:00,21.1,41.0,33.0,0.21,1.0,0.0,5,31.0,69,48,2024-01-28,08:00:00
2024-01-28 09:00:00,15.7,33.0,33.0,0.22,1.0,0.0,6,32.0,64,56,2024-01-28,09:00:00
2024-01-28 10:00:00,13.5,29.0,33.0,0.21,1.0,0.0,6,33.0,62,65,2024-01-28,10:00:00
2024-01-28 11:00:00,12.2,26.0,33.0,0.21,1.0,0.0,6,34.0,60,59,2024-01-28,11:00:00
2024-01-28 12:00:00,10.6,24.0,35.0,0.21,1.0,0.0,6,34.0,59,69,2024-01-28,12:00:00
2024-01-28 13:00:00,10.4,24.0,32.0,0.21,1.0,0.0,6,34.0,56,62,2024-01-28,13:00:00
2024-01-28 14:00:00,12.8,28.0,32.0,0.2,1.0,0.0,5,34.0,57,66,2024-01-28,14:00:00
2024-01-28 15:00:00,10.6,24.0,32.0,0.21,1.0,0.0,6,34.0,56,63,2024-01-28,15:00:00
2024-01-28 16:00:00,9.4,21.0,31.0,0.21,1.0,0.0,5,34.0,58,53,2024-01-28,16:00:00
2024-01-28 17:00:00,9.5,19.0,34.0,0.23,1.0,0.0,5,32.0,63,55,2024-01-28,17:00:00
2024-01-28 18:00:00,10.0,18.0,36.0,0.24,2.0,0.0,4,30.0,69,52,2024-01-28,18:00:00
2024-01-28 19:00:00,16.4,29.0,35.0,0.24,1.0,0.0,4,29.0,74,46,2024-01-28,19:00:00
2024-01-28 20:00:00,36.2,65.0,33.0,0.24,1.0,1.0,3,29.0,77,47,2024-01-28,20:00:00
2024-01-28 21:00:00,39.3,70.0,30.0,0.23,1.0,1.0,3,28.0,79,41,2024-01-28,21:00:00
2024-01-28 22:00:00,29.8,51.0,28.0,0.23,2.0,0.0,2,28.0,81,28,2024-01-28,22:00:00
2024-01-28 23:00:00,22.6,40.0,28.0,0.22,1.0,1.0,3,27.0,82,33,2024-01-28,23:00:00
2024-01-29 00:00:00,23.6,44.0,30.0,0.22,1.0,0.0,4,28.0,81,39,2024-01-29,00:00:00
2024-01-29 01:00:00,24.7,45.0,30.0,0.22,1.0,0.0,3,27.0,81,29,2024-01-29,01:00:00
2024-01-29 02:00:00,26.6,47.0,30.0,0.23,1.0,0.0,3,27.0,82,23,2024-01-29,02:00:00
2024-01-29 03:00:00,26.5,48.0,29.0,0.24,1.0,0.0,3,27.0,85,22,2024-01-29,03:00:00
2024-01-29 04:00:00,27.0,49.0,27.0,0.23,2.17,0.0,3,26.0,86,30,2024-01-29,04:00:00
2024-01-29 05:00:00,27.0,47.0,26.0,0.2,2.0,0.15,2,26.0,87,39,2024-01-29,05:00:00
2024-01-29 06:00:00,41.5,53.0,23.52,0.28,2.0,0.0,2,26.0,87,29,2024-01-29,06:00:00
2024-01-29 07:00:00,30.4,54.0,24.0,0.27,4.0,1.0,2,27.0,84,23,2024-01-29,07:00:00
2024-01-29 08:00:00,28.4,54.0,28.0,0.25,2.0,1.0,4,30.0,74,52,2024-01-29,08:00:00
2024-01-29 09:00:00,23.5,45.0,32.0,0.19,1.0,0.0,5,32.0,68,67,2024-01-29,09:00:00
2024-01-29 10:00:00,18.8,37.0,32.0,0.19,1.0,0.0,5,32.0,66,63,2024-01-29,10:00:00
2024-01-29 11:00:00,14.2,31.0,34.0,0.19,1.0,1.0,6,33.0,60,71,2024-01-29,11:00:00
2024-01-29 12:00:00,11.6,26.0,36.0,0.17,1.0,0.0,6,34.0,55,71,2024-01-29,12:00:00
2024-01-29 13:00:00,10.3,23.0,37.0,0.17,1.0,0.0,6,35.0,51,67,2024-01-29,13:00:00
2024-01-29 14:00:00,12.3,26.0,39.0,0.18,1.0,0.0,6,35.0,51,60,2024-01-29,14:00:00
2024-01-29 15:00:00,11.1,23.0,39.0,0.19,1.0,0.0,6,34.0,54,66,2024-01-29,15:00:00
2024-01-29 16:00:00,10.7,21.0,38.0,0.19,1.0,0.0,5,33.0,57,65,2024-01-29,16:00:00
2024-01-29 17:00:00,14.5,26.0,40.0,0.21,2.0,0.0,4,32.0,62,56,2024-01-29,17:00:00
2024-01-29 18:00:00,12.3,23.0,36.0,0.2,1.0,0.0,4,30.0,68,56,2024-01-29,18:00:00
2024-01-29 19:00:00,17.0,32.0,23.0,0.23,2.0,0.0,3,29.0,73,55,2024-01-29,19:00:00
2024-01-29 21:00:00,40.7,79.0,26.0,0.12,1.0,0.0,3,27.0,80,29,2024-01-29,21:00:00
2024-01-29 22:00:00,35.9,65.0,26.0,0.08,1.0,0.0,3,27.0,81,28,2024-01-29,22:00:00
2024-01-29 23:00:00,25.1,45.0,26.0,0.08,1.0,0.0,3,27.0,82,25,2024-01-29,23:00:00
2024-01-30 00:00:00,21.4,40.0,26.0,0.11,1.0,0.0,3,27.0,82,32,2024-01-30,00:00:00
2024-01-30 01:00:00,26.4,49.0,28.0,0.19,1.0,1.0,4,27.0,83,41,2024-01-30,01:00:00
2024-01-30 02:00:00,26.2,48.0,30.0,0.18,1.0,0.0,4,27.0,83,44,2024-01-30,02:00:00
2024-01-30 03:00:00,26.6,47.0,31.0,0.19,2.17,1.0,3,27.0,83,48,2024-01-30,03:00:00
2024-01-30 04:00:00,25.1,45.0,32.0,0.2,1.0,0.15,3,27.0,83,48,2024-01-30,04:00:00
2024-01-30 05:00:00,25.6,50.0,23.52,0.21,1.0,0.0,5,27.0,82,54,2024-01-30,05:00:00
2024-01-30 06:00:00,25.8,47.0,34.0,0.2,1.0,1.0,4,27.0,80,51,2024-01-30,06:00:00
